age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31,10,1,1,0,314,1,0,2,26,8,149,7,-1,0,3,0
53,2,0,2,0,196,1,0,2,16,6,178,7,-1,0,3,0
36,4,1,2,0,3949,0,0,0,28,4,130,2,-1,0,3,1
39,9,1,1,0,37,1,1,0,11,5,467,1,-1,0,3,0
40,1,0,3,0,0,0,1,2,25,6,91,2,-1,0,3,0
28,0,2,2,0,1773,1,0,0,23,5,275,1,-1,0,3,0
43,3,1,0,0,25,0,0,0,12,1,121,2,-1,0,3,0
43,9,0,3,0,4389,0,0,1,2,5,632,2,85,1,2,1
47,1,1,1,0,668,1,0,0,4,8,230,6,354,2,2,0
52,4,1,1,0,596,1,0,0,29,4,113,1,188,1,1,0
34,9,1,1,0,1234,1,0,0,8,8,106,1,288,6,0,0
32,4,2,2,0,0,0,0,0,19,1,178,1,-1,0,3,0
57,5,1,0,0,4,0,0,0,21,5,50,5,-1,0,3,0
45,0,1,1,0,0,1,0,0,18,9,108,5,-1,0,3,0
32,4,1,2,0,713,1,0,0,11,1,76,7,-1,0,3,0
27,0,2,1,0,1,0,0,0,3,6,42,1,-1,0,3,0
28,9,2,2,0,372,1,1,0,15,8,201,3,294,2,2,0
34,0,2,1,0,-32,0,1,0,11,1,89,3,103,2,2,0
47,0,2,1,0,3696,0,0,0,12,5,250,2,181,4,2,1
41,0,2,1,0,5219,1,0,0,17,0,46,4,-1,0,3,0
37,7,1,1,0,1328,1,0,1,13,8,121,2,341,4,0,0
41,3,1,1,0,0,1,0,1,28,5,41,2,-1,0,3,0
44,1,1,1,0,16178,1,0,0,21,9,297,1,-1,0,3,0
35,2,2,2,0,3302,1,1,0,18,8,207,3,-1,0,3,0
57,3,1,0,0,1142,0,0,0,5,1,238,2,-1,0,3,0
34,3,1,2,0,401,0,0,0,14,1,448,4,-1,0,3,0
54,7,1,0,0,1059,0,0,0,7,1,147,3,-1,0,3,0
38,4,2,2,0,11971,1,0,2,17,9,609,2,101,3,0,0
41,8,2,1,0,595,1,0,2,18,11,22,1,107,2,2,0
34,1,1,0,0,-20,1,0,2,2,6,920,2,-1,0,3,0
52,0,1,0,0,576,1,0,0,5,8,139,1,286,1,0,0
33,9,0,1,0,1480,1,0,0,5,8,223,1,-1,0,3,0
42,4,1,1,0,6526,0,0,0,18,6,133,2,399,3,0,0
39,6,1,0,0,2077,1,0,0,31,5,88,21,-1,0,3,0
44,4,1,2,0,2365,0,1,0,26,8,159,3,-1,0,3,0
29,1,1,1,0,580,1,1,0,17,0,1311,2,-1,0,3,1
74,5,0,0,0,29080,0,0,0,30,6,301,5,93,4,1,1
37,1,1,1,0,0,1,0,0,13,8,54,1,300,1,0,0
37,4,1,2,0,657,0,0,2,6,6,227,1,-1,0,3,0
33,4,2,2,0,718,1,0,0,6,0,122,1,98,2,2,1
44,4,1,2,0,170,0,0,0,4,6,94,1,-1,0,3,0
36,1,2,1,0,2962,1,1,2,16,6,181,2,-1,0,3,0
58,5,1,1,0,295,1,1,2,26,8,136,2,-1,0,3,0
53,2,1,1,0,162,1,0,0,7,8,270,2,-1,0,3,0
59,1,0,1,0,3573,0,0,0,15,8,44,1,-1,0,3,0
46,4,2,1,0,-246,1,0,2,5,8,255,2,-1,0,3,0
43,1,1,0,0,361,1,0,0,8,8,87,2,-1,0,3,0
40,4,0,2,0,492,0,1,0,7,5,125,2,-1,0,3,0
36,1,0,1,0,2278,1,0,2,23,8,152,2,-1,0,3,0
44,1,1,0,0,8,0,0,0,28,4,531,1,-1,0,3,0
29,0,2,1,0,-498,1,0,0,2,3,99,3,227,14,0,0
51,2,1,3,0,606,1,0,2,28,8,560,9,-1,0,3,1
31,4,2,2,0,115,0,0,0,17,7,187,1,-1,0,3,1
59,3,1,0,0,57,0,0,0,22,1,212,11,-1,0,3,0
37,4,1,2,0,900,1,0,0,25,8,116,1,18,3,0,0
50,7,1,1,0,1126,0,0,0,4,1,679,1,-1,0,3,0
42,1,1,0,0,-25,1,0,2,12,8,62,2,-1,0,3,0
62,4,1,2,0,3371,0,0,0,25,7,187,1,178,2,2,1
55,0,1,1,0,499,1,1,0,20,0,124,4,150,1,1,0
33,4,1,2,0,808,1,0,0,19,1,12,16,-1,0,3,0
44,1,1,1,0,17,1,0,2,19,6,153,14,-1,0,3,0
29,0,2,2,0,1501,1,0,0,18,8,316,1,-1,0,3,0
39,4,2,2,0,1515,1,0,0,4,8,815,6,167,6,0,1
41,7,1,1,0,572,1,0,0,11,8,188,1,-1,0,3,0
28,0,1,2,0,174,1,1,0,11,3,56,1,184,2,0,0
31,1,1,1,0,99,1,0,0,29,4,653,3,-1,0,3,0
59,9,1,0,0,4243,1,0,2,29,8,233,1,-1,0,3,0
38,2,1,1,1,15,1,0,0,10,5,121,1,-1,0,3,0
32,4,1,2,0,1337,0,0,0,13,1,283,2,-1,0,3,0
58,6,1,2,0,2596,0,0,1,18,9,15,2,-1,0,3,0
35,7,1,1,0,819,1,0,1,14,5,102,14,-1,0,3,0
55,4,1,0,0,1446,0,0,2,17,6,135,1,-1,0,3,0
28,7,2,1,0,-116,0,1,0,4,5,276,1,-1,0,3,0
48,1,1,0,0,5366,1,0,2,21,8,248,3,-1,0,3,0
43,0,0,1,0,729,1,0,2,30,8,668,2,-1,0,3,0
31,0,2,1,0,-133,1,0,2,27,8,355,2,-1,0,3,0
36,6,1,2,0,12132,0,0,1,21,9,146,1,-1,0,3,0
38,1,0,1,0,814,1,0,0,21,9,1166,1,155,3,1,0
58,9,1,1,0,116,0,0,2,16,6,580,3,-1,0,3,0
33,1,2,0,0,279,1,0,2,15,8,113,1,-1,0,3,0
29,7,2,1,0,-79,1,1,0,18,8,16,4,355,4,1,0
49,4,2,2,0,1,1,0,2,6,6,59,3,-1,0,3,0
26,4,1,2,0,775,0,0,2,19,8,35,3,-1,0,3,0
33,7,1,1,0,4963,1,0,2,20,8,148,2,-1,0,3,0
60,5,1,1,0,11,0,0,0,29,6,265,1,586,2,0,1
33,9,1,1,0,95,0,0,0,28,1,26,19,-1,0,3,0
36,9,1,1,1,947,1,0,2,28,8,452,2,-1,0,3,0
55,4,1,1,0,566,1,0,0,17,0,107,1,-1,0,3,0
49,1,1,1,0,1730,1,0,0,4,1,605,2,92,4,2,1
41,3,1,2,0,38,1,0,2,15,8,230,7,-1,0,3,0
58,5,1,1,0,150,1,0,2,5,6,420,4,-1,0,3,0
30,1,1,1,0,2850,0,0,2,8,8,181,2,-1,0,3,0
31,0,2,1,0,1306,1,0,2,28,8,217,5,-1,0,3,0
39,1,1,1,0,0,1,0,0,18,9,420,2,-1,0,3,0
44,1,1,0,0,401,1,0,0,18,8,41,1,-1,0,3,0
29,7,2,1,0,0,0,0,2,1,5,12,1,514,3,0,0
30,4,2,2,0,16935,0,0,0,28,10,108,1,-1,0,3,0
35,4,1,2,0,0,0,0,0,25,1,484,4,-1,0,3,0
24,8,2,2,0,834,0,0,0,9,11,679,1,-1,0,3,1
43,7,0,1,0,266,1,1,0,20,0,79,1,152,1,0,0
32,9,2,1,0,4110,1,0,2,26,8,232,3,-1,0,3,0
28,9,2,1,0,335,1,0,0,20,0,122,3,-1,0,3,0
59,7,1,1,0,968,0,0,0,9,3,105,2,-1,0,3,0
57,3,1,0,0,501,1,1,0,7,1,59,2,-1,0,3,0
37,1,1,1,0,139,1,0,0,18,8,412,5,-1,0,3,0
31,1,1,0,0,-199,1,1,1,12,8,149,5,299,10,0,0
33,1,2,1,0,0,0,0,1,25,5,511,1,-1,0,3,0
38,7,1,1,0,-314,1,0,2,28,8,66,2,-1,0,3,0
31,4,2,2,0,58,0,0,0,29,1,207,2,-1,0,3,0
30,1,2,1,0,228,0,0,0,5,3,232,1,365,1,0,0
38,4,1,2,0,89,1,0,0,14,8,71,1,360,10,0,0
41,9,1,1,0,-312,1,0,0,11,8,90,1,348,1,0,0
46,4,1,2,0,182,0,0,0,15,5,317,1,-1,0,3,0
35,9,2,1,0,663,0,1,0,14,1,215,2,-1,0,3,0
31,6,2,3,0,7118,1,0,0,19,9,210,1,168,2,1,0
58,5,0,3,0,5920,1,0,0,23,5,255,1,-1,0,3,0
41,4,1,2,0,783,1,0,0,14,5,126,3,-1,0,3,0
35,4,2,2,0,134,0,0,0,4,3,219,1,-1,0,3,0
51,0,1,1,0,255,0,0,0,29,1,158,2,-1,0,3,0
40,10,1,1,0,1289,0,0,0,26,8,260,2,-1,0,3,0
33,1,2,1,0,213,1,0,2,2,6,163,2,-1,0,3,0
31,9,2,2,0,1320,0,0,0,4,3,377,1,-1,0,3,0
39,1,1,1,1,-345,1,0,2,7,8,69,1,-1,0,3,0
33,4,1,2,0,2744,1,0,1,19,9,103,1,-1,0,3,0
53,11,1,3,0,0,0,0,0,25,1,209,5,-1,0,3,0
32,1,1,3,0,1267,1,0,0,18,8,66,2,-1,0,3,0
32,1,1,1,0,1148,1,0,0,20,0,121,1,-1,0,3,0
31,1,2,1,0,183,0,0,0,27,1,120,4,-1,0,3,0
46,10,0,1,0,0,0,0,0,30,5,638,3,-1,0,3,0
29,6,2,2,0,162,0,1,0,25,5,324,1,-1,0,3,0
33,9,2,2,0,123,0,0,0,19,1,264,1,-1,0,3,0
60,9,1,2,0,131,0,0,0,12,1,139,6,-1,0,3,0
39,7,1,1,0,53,0,0,2,5,7,257,1,394,1,0,1
50,4,1,2,0,5108,1,0,0,5,0,874,2,108,3,2,0
47,10,2,0,0,289,0,0,0,5,3,210,1,-1,0,3,0
58,2,1,1,0,318,1,0,0,17,9,430,1,-1,0,3,0
46,7,0,1,0,15,0,0,0,19,9,314,3,-1,0,3,0
37,9,1,1,0,28,0,0,0,21,1,101,2,-1,0,3,0
42,6,1,2,0,52,1,0,0,16,0,432,1,-1,0,3,0
43,3,1,0,0,1342,1,1,2,9,8,46,2,-1,0,3,0
33,7,1,1,0,1078,1,0,0,13,8,320,4,175,4,1,0
39,9,1,2,0,386,0,0,0,29,11,201,2,-1,0,3,0
27,10,2,1,0,0,1,0,0,6,8,153,1,-1,0,3,0
46,9,1,1,0,783,1,0,0,22,5,136,4,-1,0,3,0
35,7,1,2,0,6,1,1,0,16,0,316,2,-1,0,3,0
29,1,2,1,0,0,1,0,2,28,8,324,4,-1,0,3,0
51,4,0,2,0,1267,1,0,2,30,8,254,2,-1,0,3,0
28,9,1,2,0,510,1,0,0,5,3,110,2,-1,0,3,0
48,0,1,1,0,2707,0,0,0,17,9,212,2,-1,0,3,0
41,9,2,1,0,1147,1,0,2,20,6,17,10,-1,0,3,0
34,7,1,3,0,0,1,0,1,31,5,65,4,-1,0,3,0
54,9,1,1,0,3967,0,1,0,29,5,90,3,-1,0,3,0
56,0,0,1,0,985,0,1,0,18,1,150,2,-1,0,3,0
32,9,1,1,0,0,0,0,0,19,1,87,1,-1,0,3,0
38,4,1,2,0,1354,1,0,0,8,6,127,3,130,2,0,0
60,5,0,2,0,4,1,0,0,26,8,400,3,358,2,0,0
38,9,0,1,0,5733,1,0,0,12,8,173,8,278,4,0,0
80,5,1,1,0,87,0,0,1,27,10,219,2,-1,0,3,0
45,9,0,2,0,378,1,1,0,13,8,67,2,-1,0,3,0
30,4,2,2,0,536,0,0,0,2,5,309,1,-1,0,3,1
27,8,2,1,0,162,0,0,1,20,0,116,1,-1,0,3,0
57,9,1,2,0,0,1,1,0,17,9,142,1,-1,0,3,0
54,4,1,2,0,12,0,0,1,31,5,77,4,-1,0,3,0
39,1,1,1,0,0,1,0,0,15,5,103,4,-1,0,3,0
28,4,1,1,0,466,1,0,0,25,8,123,2,-1,0,3,0
56,1,1,0,0,151,0,0,0,3,3,128,1,-1,0,3,0
55,3,1,0,0,1233,0,0,0,28,1,97,2,-1,0,3,0
43,0,2,1,0,733,1,0,0,19,9,1102,3,-1,0,3,1
31,10,1,1,0,6,0,0,0,4,6,121,4,-1,0,3,1
53,1,1,0,1,-462,0,0,0,29,4,470,1,-1,0,3,1
35,0,2,2,0,0,0,0,2,30,8,327,1,-1,0,3,0
27,1,2,0,0,3955,1,0,2,28,8,205,3,-1,0,3,0
33,4,2,2,0,361,1,0,0,2,3,81,1,-1,0,3,0
47,1,1,0,0,233,0,0,0,8,1,293,3,-1,0,3,0
45,4,1,2,0,1874,0,0,0,28,4,207,1,-1,0,3,0
23,0,2,1,0,0,1,0,0,17,0,171,2,-1,0,3,0
43,10,1,0,0,519,0,0,2,20,6,973,2,-1,0,3,1
35,4,0,2,0,6997,1,0,0,9,5,1121,1,-1,0,3,1
58,9,1,1,0,7429,0,0,0,20,9,199,1,-1,0,3,0
38,9,1,1,0,0,1,0,2,20,6,111,1,-1,0,3,0
43,4,1,2,0,0,1,0,2,16,6,100,17,-1,0,3,0
36,1,1,1,0,346,1,0,2,5,6,202,1,-1,0,3,0
38,4,1,2,0,3452,0,0,0,13,1,132,2,-1,0,3,0
44,9,1,2,0,1818,1,1,0,12,1,120,1,104,1,0,0
35,0,2,1,0,6554,0,0,0,29,5,226,1,-1,0,3,0
45,4,1,1,0,458,1,0,0,8,8,181,3,-1,0,3,0
62,10,1,1,0,780,0,0,0,28,1,162,2,-1,0,3,1
41,9,1,2,0,680,0,0,0,6,1,117,2,-1,0,3,0
44,9,2,1,0,244,1,0,0,12,1,1735,4,-1,0,3,1
50,0,0,1,0,0,1,0,2,20,6,174,1,-1,0,3,0
36,7,1,1,0,338,0,0,2,14,8,90,1,-1,0,3,0
33,7,2,1,0,-530,1,1,1,11,8,168,5,-1,0,3,0
37,11,1,0,0,808,0,0,2,5,6,228,2,-1,0,3,0
46,4,0,1,0,270,0,0,2,12,6,125,1,-1,0,3,0
35,7,1,1,0,195,1,0,0,17,0,203,1,-1,0,3,0
45,7,2,1,0,955,0,0,2,27,1,3785,1,-1,0,3,0
38,7,2,1,0,-196,1,0,0,2,3,60,1,271,1,0,0
45,2,0,1,0,44,0,1,0,30,4,250,2,2,1,1,0
38,1,1,1,0,660,1,1,2,19,8,105,2,-1,0,3,0
40,3,1,1,0,4610,0,0,0,14,1,154,2,-1,0,3,0
29,0,1,0,0,131,1,0,0,20,0,353,4,-1,0,3,0
54,0,1,1,0,9,0,1,2,1,5,140,1,-1,0,3,0
32,9,1,1,0,94,1,0,0,17,0,1013,2,-1,0,3,0
36,1,0,0,0,553,0,0,2,17,6,19,4,-1,0,3,0
30,1,0,0,0,1,1,0,2,6,6,63,9,-1,0,3,0
61,1,1,0,0,734,1,0,2,8,8,204,1,-1,0,3,0
45,6,1,2,0,-497,1,1,0,15,8,217,1,176,1,0,0
31,1,1,1,0,1407,1,0,0,6,8,142,3,-1,0,3,0
46,7,1,1,0,1400,0,0,2,23,6,25,2,-1,0,3,0
39,6,2,2,0,3972,0,0,0,30,5,122,3,-1,0,3,0
55,0,1,1,0,1232,0,0,0,27,1,97,7,-1,0,3,0
45,3,1,0,0,8692,1,0,0,14,10,108,1,-1,0,3,0
53,9,1,1,0,56,1,1,2,5,8,152,2,-1,0,3,0
60,0,0,1,0,4519,0,0,0,2,3,152,1,-1,0,3,0
32,9,1,1,0,484,1,0,0,12,1,668,2,463,1,2,1
41,11,2,1,0,646,1,0,2,29,8,40,2,-1,0,3,0
28,4,2,2,0,293,1,0,0,14,8,265,1,-1,0,3,0
39,4,1,2,0,297,1,0,0,13,8,734,2,-1,0,3,1
29,6,2,2,0,0,1,0,0,8,5,231,1,-1,0,3,0
54,9,1,1,0,433,0,0,0,29,4,89,2,-1,0,3,0
41,4,1,2,0,1132,0,0,2,15,8,95,4,-1,0,3,0
42,9,1,1,0,3,0,0,0,28,1,11,26,-1,0,3,0
51,4,0,2,0,-227,1,0,0,15,8,404,1,-1,0,3,0
47,0,1,1,0,-245,1,0,2,27,8,145,5,-1,0,3,0
35,4,1,2,0,0,1,0,0,5,8,310,1,-1,0,3,0
39,1,2,1,1,0,1,1,0,6,3,14,8,-1,0,3,0
54,4,1,2,0,656,1,1,0,27,1,105,6,-1,0,3,0
35,0,2,2,0,170,0,0,2,12,5,12,1,-1,0,3,0
31,4,2,2,0,358,1,0,0,30,4,68,3,256,51,0,0
38,4,1,1,0,341,0,0,0,15,8,136,3,346,2,0,0
20,0,2,1,0,336,0,1,0,5,6,133,1,-1,0,3,0
57,9,0,1,0,1168,0,0,2,20,6,74,5,-1,0,3,0
30,6,2,2,0,901,1,1,2,16,8,601,1,-1,0,3,0
36,10,0,1,0,5,1,0,0,30,4,169,1,2,2,1,0
35,0,1,1,0,1,1,0,0,9,5,112,1,-1,0,3,0
29,8,2,1,0,314,0,0,0,7,2,415,2,116,4,0,1
31,1,2,1,0,4978,1,0,0,12,8,313,1,-1,0,3,0
51,0,1,0,0,2281,1,1,2,5,6,163,1,-1,0,3,0
36,1,2,1,0,1598,1,0,0,5,3,208,1,-1,0,3,0
44,4,1,2,0,1138,0,0,0,27,1,523,3,-1,0,3,1
32,1,1,0,0,77,1,0,0,17,0,464,2,-1,0,3,0
35,1,1,1,0,86,0,0,0,19,9,127,1,111,2,0,0
32,9,2,2,0,100,0,0,0,28,4,741,1,-1,0,3,0
52,10,1,0,0,425,0,0,2,19,6,122,1,-1,0,3,0
44,6,1,1,0,1310,1,0,2,16,8,290,1,-1,0,3,0
38,4,2,2,0,8,1,0,0,28,5,219,2,-1,0,3,0
36,9,2,1,0,318,0,0,0,14,1,924,4,-1,0,3,0
56,4,1,0,0,31,1,0,0,12,8,215,2,-1,0,3,0
35,4,2,2,0,3140,0,0,2,12,6,130,3,-1,0,3,0
34,7,1,1,0,4963,1,0,0,17,0,208,1,332,2,0,0
48,4,1,2,0,998,1,0,0,29,4,121,3,-1,0,3,0
45,1,2,3,0,713,0,0,0,30,5,148,2,-1,0,3,0
31,8,2,2,0,25,1,0,0,8,8,85,2,368,2,0,0
34,1,2,1,0,381,1,0,2,12,8,102,1,-1,0,3,0
53,2,1,2,0,49,0,1,0,23,5,419,5,-1,0,3,0
33,1,2,1,0,264,1,0,0,17,0,494,1,-1,0,3,0
27,0,1,1,0,158,1,0,0,25,5,124,2,-1,0,3,0
34,2,0,2,0,262,0,0,0,20,9,371,1,-1,0,3,0
32,9,1,2,0,0,0,0,0,22,1,277,3,-1,0,3,0
29,8,2,2,0,1679,0,0,0,2,3,485,2,-1,0,3,0
44,4,1,2,0,226,1,0,0,14,1,190,3,270,3,0,1
32,1,1,0,0,-105,1,1,1,31,5,454,19,-1,0,3,0
38,4,1,2,0,66,1,0,2,8,8,124,1,-1,0,3,0
59,5,1,1,0,1449,1,1,0,23,5,437,2,-1,0,3,0
27,7,2,1,0,9636,1,0,2,28,8,184,2,-1,0,3,0
47,4,0,2,0,140,0,1,0,20,9,148,2,-1,0,3,0
39,0,1,1,0,1891,0,0,2,17,6,147,1,-1,0,3,0
32,1,1,1,0,0,1,0,0,8,8,80,2,-1,0,3,0
53,0,1,1,0,1796,0,0,1,16,7,295,1,91,2,2,1
44,6,1,2,0,134,0,0,0,28,1,86,4,-1,0,3,0
35,4,2,2,0,945,1,0,0,24,5,188,1,-1,0,3,0
44,1,1,0,0,1485,1,0,2,16,8,428,1,-1,0,3,0
52,1,1,0,0,66653,0,0,0,14,1,109,3,-1,0,3,0
29,4,1,2,0,202,1,0,0,7,8,378,1,-1,0,3,0
51,0,1,0,0,943,1,0,2,29,8,620,1,-1,0,3,0
56,9,2,1,0,751,1,0,0,15,8,43,8,177,5,0,0
36,9,1,1,0,7957,0,0,0,31,5,288,2,-1,0,3,0
36,1,1,3,0,1033,0,0,2,5,8,238,2,-1,0,3,0
33,7,2,1,0,152,1,0,0,25,8,202,2,365,2,2,1
58,9,0,1,0,553,1,0,0,28,5,174,2,-1,0,3,0
41,9,2,1,0,568,1,0,2,30,8,72,2,-1,0,3,0
72,5,1,1,0,4269,0,0,1,16,0,122,3,-1,0,3,0
32,0,2,2,0,8866,0,0,0,18,7,278,2,-1,0,3,1
56,1,0,0,0,5041,1,0,2,15,8,158,1,-1,0,3,0
36,4,1,2,0,860,1,0,2,20,8,294,15,-1,0,3,0
39,1,1,0,0,568,1,0,2,21,8,173,3,-1,0,3,0
36,1,1,1,0,1165,1,0,2,13,8,1001,4,-1,0,3,1
