age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
60,3,1,0,0,161,0,0,2,6,6,183,1,-1,0,3,0
37,0,1,1,0,1335,1,0,1,3,0,309,4,262,4,1,0
45,1,1,1,0,521,1,0,2,17,6,259,3,-1,0,3,0
44,7,2,1,0,492,1,0,0,12,8,56,1,361,2,1,0
33,1,1,1,0,1464,1,0,2,23,8,588,3,-1,0,3,1
26,1,0,1,0,0,1,0,2,19,8,48,3,-1,0,3,0
49,5,1,0,0,1381,0,0,2,16,6,73,2,-1,0,3,0
41,7,1,1,0,1319,1,0,0,11,8,305,1,-1,0,3,0
58,5,0,2,0,2086,1,0,0,29,5,194,2,-1,0,3,0
55,1,1,3,0,213,0,0,0,14,1,406,2,-1,0,3,0
43,9,0,2,0,101,0,0,0,19,1,173,3,-1,0,3,0
49,9,2,1,0,74,1,0,2,30,8,130,1,-1,0,3,0
39,0,1,1,0,0,1,0,1,8,8,283,3,296,5,0,0
33,9,0,1,0,557,1,0,0,21,1,362,1,-1,0,3,0
55,7,1,1,0,1150,0,1,0,23,5,218,3,-1,0,3,0
38,0,2,1,0,221,1,0,2,6,8,211,2,-1,0,3,0
55,0,1,1,0,6205,0,0,0,6,8,233,2,-1,0,3,0
34,1,2,0,0,1702,0,0,0,9,3,22,4,-1,0,3,0
33,1,1,0,0,754,1,0,2,21,8,811,2,-1,0,3,0
34,7,0,1,0,169,1,0,2,16,8,260,1,-1,0,3,0
51,0,0,1,0,467,1,0,2,19,8,83,1,-1,0,3,0
22,1,2,1,0,-7,1,0,0,17,0,84,1,343,1,1,0
40,11,1,2,0,119,0,0,0,19,1,258,2,-1,0,3,0
52,1,0,1,0,306,1,0,2,26,8,63,3,-1,0,3,0
44,1,1,0,0,279,1,0,0,17,0,85,1,339,6,1,0
37,1,1,0,1,-142,0,0,2,11,6,199,3,-1,0,3,0
69,5,1,2,0,473,0,0,0,20,0,333,1,-1,0,3,0
57,9,1,2,0,6822,0,0,0,7,1,797,2,-1,0,3,1
29,0,2,1,0,596,1,0,0,18,8,172,2,346,6,0,0
49,9,1,1,0,425,1,0,0,12,8,816,1,342,4,0,0
29,9,2,1,0,323,0,0,0,27,1,148,2,94,1,1,0
54,1,1,0,0,433,1,0,0,20,0,252,5,-1,0,3,0
44,4,2,1,0,3684,1,0,0,15,8,31,5,179,3,0,0
59,6,1,1,0,201,0,0,0,18,9,117,2,-1,0,3,0
42,7,1,1,0,96,1,0,0,5,8,238,3,340,2,0,0
50,0,2,1,0,2040,1,0,0,7,8,149,1,357,1,0,0
38,4,1,2,0,63,1,0,2,21,8,518,1,-1,0,3,0
36,7,1,1,0,-27,1,1,0,7,5,151,4,-1,0,3,0
59,1,1,0,0,-209,0,0,1,30,5,215,3,-1,0,3,0
54,6,1,1,0,77,0,0,0,21,1,180,4,-1,0,3,0
35,9,1,1,0,35,1,0,0,30,0,358,1,-1,0,3,0
55,9,1,2,0,874,1,0,2,15,8,314,11,-1,0,3,0
55,9,1,2,0,1354,0,0,0,21,1,545,4,-1,0,3,0
27,1,1,0,0,416,1,0,2,30,8,1193,2,-1,0,3,1
36,1,1,0,0,1548,1,1,0,18,8,226,2,-1,0,3,0
30,7,1,1,0,675,1,0,2,21,8,232,1,-1,0,3,0
47,4,1,2,0,600,0,0,0,19,1,290,15,-1,0,3,1
72,5,1,0,0,3856,0,0,0,10,2,582,4,115,1,1,1
39,1,1,1,0,8,0,1,0,18,9,607,1,-1,0,3,0
26,8,2,1,0,3090,0,0,0,26,5,379,1,339,1,0,0
32,1,1,1,0,3514,1,0,2,20,8,226,2,-1,0,3,0
51,1,1,0,0,507,1,0,0,8,1,85,2,-1,0,3,0
41,4,1,2,0,49,1,0,0,17,5,312,5,-1,0,3,0
40,0,2,1,0,60,1,0,0,15,8,460,3,352,6,1,0
59,0,1,1,1,-131,0,0,0,7,1,144,2,-1,0,3,0
30,2,2,1,0,265,1,1,2,3,6,67,10,-1,0,3,0
48,4,0,2,0,148,0,0,0,12,1,152,2,-1,0,3,0
39,1,0,1,0,33,0,0,0,29,4,593,4,-1,0,3,0
54,4,1,2,0,55,1,0,0,2,6,112,2,-1,0,3,0
54,5,1,2,0,1778,0,0,0,14,1,319,1,268,2,0,0
32,1,2,1,0,6982,1,0,0,20,9,224,2,183,1,0,0
30,9,2,2,0,1323,1,0,0,15,8,223,1,-1,0,3,0
53,2,1,1,0,288,0,0,2,6,8,69,1,-1,0,3,0
47,1,1,0,0,254,0,1,0,8,1,492,3,-1,0,3,0
47,9,2,1,0,80,1,0,0,16,5,169,5,-1,0,3,0
40,9,0,1,0,237,0,0,0,25,1,87,5,-1,0,3,0
34,9,1,2,0,477,0,0,1,29,5,128,11,-1,0,3,0
42,4,1,2,0,3038,0,0,0,18,1,693,7,-1,0,3,0
38,0,1,1,0,505,1,1,2,17,6,48,2,-1,0,3,0
33,1,2,1,0,855,0,0,2,28,8,99,5,-1,0,3,0
25,1,1,1,0,895,0,0,0,21,5,317,3,-1,0,3,0
51,0,1,1,0,0,0,0,1,29,5,27,2,-1,0,3,0
50,2,2,0,0,1659,0,0,2,5,6,221,2,-1,0,3,0
65,0,1,1,0,952,0,0,0,6,11,255,1,96,1,2,1
51,4,0,2,0,-79,1,0,0,21,9,72,1,-1,0,3,0
60,4,1,2,0,13546,0,0,0,17,0,452,3,-1,0,3,1
47,9,1,1,0,2480,0,0,0,6,1,763,2,-1,0,3,1
40,7,1,0,0,170,1,1,0,8,8,361,3,-1,0,3,0
44,6,0,2,0,2938,0,0,0,6,3,107,2,-1,0,3,0
45,7,1,1,0,-1036,1,0,2,9,6,65,17,-1,0,3,0
59,5,0,0,0,121,1,0,2,12,8,144,7,-1,0,3,0
45,1,2,1,0,143,0,0,2,5,6,201,1,-1,0,3,0
30,4,2,2,0,0,1,0,0,5,8,381,1,342,7,0,0
46,7,1,1,0,236,0,0,0,27,1,320,28,-1,0,3,0
78,4,1,3,0,1780,1,0,0,25,10,211,2,185,7,2,1
56,5,1,0,0,161,0,1,0,22,5,121,2,-1,0,3,0
36,1,1,1,0,79,1,0,2,28,8,275,2,-1,0,3,0
42,9,0,1,0,112,0,0,0,29,1,69,4,-1,0,3,0
55,5,1,1,0,85,0,0,2,3,5,228,2,-1,0,3,0
50,4,1,2,0,877,0,1,2,27,6,181,1,-1,0,3,0
55,1,1,1,0,176,0,1,0,22,1,140,11,-1,0,3,0
41,4,1,2,0,328,1,0,0,29,5,65,12,-1,0,3,0
42,1,1,0,0,1017,1,0,2,3,6,11,18,-1,0,3,0
59,5,1,1,0,2703,0,1,2,17,6,249,2,-1,0,3,0
51,1,0,1,0,78,1,0,2,27,8,723,2,-1,0,3,0
36,3,1,1,0,399,1,0,0,22,5,139,1,-1,0,3,0
37,4,1,2,0,-120,1,0,2,9,8,77,2,-1,0,3,0
37,0,2,1,0,0,0,0,2,28,8,17,13,-1,0,3,0
33,4,1,2,0,0,0,0,0,21,1,102,2,-1,0,3,0
49,9,1,1,0,2400,0,0,0,21,10,262,3,-1,0,3,0
33,8,2,3,0,5969,0,0,0,4,11,156,2,127,8,0,0
43,7,1,1,0,508,1,0,0,18,9,200,1,172,1,0,0
34,9,2,2,0,19,0,0,0,20,1,345,3,-1,0,3,0
34,7,1,0,0,285,1,0,0,3,3,625,4,-1,0,3,0
49,4,1,2,0,0,0,0,0,19,9,209,3,-1,0,3,0
43,9,2,2,0,16,1,0,2,12,8,282,4,-1,0,3,0
34,10,2,1,0,15,0,0,0,12,4,377,1,-1,0,3,1
60,4,1,2,0,5990,1,0,0,6,8,396,3,-1,0,3,1
37,0,1,1,0,10465,0,0,2,17,6,144,6,-1,0,3,0
54,2,1,1,1,401,1,0,0,11,8,341,1,-1,0,3,0
40,9,1,2,0,206,0,0,0,23,0,499,6,185,4,2,1
46,0,1,1,0,739,1,0,0,23,5,250,1,-1,0,3,0
35,1,2,1,0,773,1,0,2,23,8,136,2,-1,0,3,0
53,3,1,0,0,2581,0,0,0,21,10,828,1,189,1,0,1
29,0,2,1,0,65,1,0,0,14,8,9,6,-1,0,3,0
50,4,1,2,0,4,0,0,0,13,1,143,2,-1,0,3,0
40,1,1,0,0,665,1,0,0,9,5,781,1,-1,0,3,1
27,1,1,1,0,1600,1,0,2,21,8,135,1,-1,0,3,0
40,4,1,2,0,832,1,1,2,29,8,126,1,-1,0,3,0
49,7,0,1,0,579,1,0,0,11,8,158,1,-1,0,3,0
31,9,2,2,0,454,0,0,0,30,0,266,1,-1,0,3,1
55,9,1,1,0,0,1,1,0,2,7,116,1,-1,0,3,1
32,1,1,1,0,4,1,1,0,8,5,173,1,-1,0,3,0
33,9,2,1,0,0,0,0,0,26,1,73,4,-1,0,3,0
26,0,2,1,0,255,0,0,0,30,0,457,1,80,1,2,1
55,4,1,0,0,3293,0,0,1,30,5,64,2,-1,0,3,0
29,4,2,2,0,0,1,0,2,6,8,211,1,-1,0,3,0
44,4,1,2,0,0,0,1,0,29,5,129,6,-1,0,3,0
32,0,2,1,0,422,1,0,2,16,8,221,2,-1,0,3,0
24,10,2,1,0,2573,0,0,0,24,8,375,2,-1,0,3,1
48,7,1,1,0,202,1,0,0,5,1,162,1,-1,0,3,0
54,3,1,0,0,3151,0,0,2,18,6,350,7,-1,0,3,0
31,7,1,2,0,309,1,1,2,7,8,294,1,-1,0,3,0
57,3,1,0,0,58,0,0,2,11,6,510,1,-1,0,3,0
32,4,2,2,0,2551,1,0,0,21,5,638,3,-1,0,3,1
37,3,0,1,0,1040,1,0,0,13,8,199,1,173,2,0,0
30,7,2,1,1,-261,1,0,0,29,4,1139,2,255,1,1,0
38,1,0,1,0,-138,1,0,0,18,8,644,1,-1,0,3,0
50,9,1,1,0,232,0,0,0,18,9,90,1,-1,0,3,0
63,5,1,1,0,708,0,0,0,17,9,168,2,-1,0,3,0
35,6,1,2,0,2427,0,0,0,12,1,175,3,31,10,2,1
48,9,1,1,0,1764,1,0,2,14,8,125,2,-1,0,3,0
26,10,1,2,0,454,1,1,2,23,8,28,18,-1,0,3,0
42,1,2,1,0,625,0,0,2,19,6,651,3,-1,0,3,1
36,4,2,2,0,243,1,0,0,7,8,160,2,360,3,0,0
45,4,1,2,0,-192,1,0,0,6,8,138,3,-1,0,3,0
20,1,2,1,0,129,1,1,2,13,8,190,1,-1,0,3,0
31,0,2,2,0,516,0,0,0,5,6,227,1,-1,0,3,0
51,1,1,0,0,872,0,0,0,8,1,82,2,-1,0,3,0
42,10,1,1,0,8131,1,0,0,21,9,173,4,175,1,0,0
46,4,1,3,0,2466,0,0,1,1,0,216,3,370,1,0,1
30,10,1,1,0,476,0,0,0,4,8,99,4,-1,0,3,0
32,0,2,1,0,127,1,0,2,23,8,189,2,-1,0,3,0
44,10,1,3,0,1309,0,0,1,30,4,262,2,-1,0,3,0
27,1,2,1,0,3792,0,0,0,22,0,279,2,-1,0,3,1
29,7,2,2,0,1788,0,0,0,27,10,353,1,-1,0,3,1
56,5,0,2,0,2774,0,0,2,6,6,1288,3,-1,0,3,0
43,1,1,0,0,289,1,0,0,6,8,284,3,-1,0,3,0
42,4,1,1,0,-105,1,0,0,28,1,60,2,-1,0,3,0
52,9,1,1,0,2206,1,0,2,20,6,20,18,-1,0,3,0
35,9,2,1,0,175,1,0,2,28,8,223,1,-1,0,3,0
54,4,1,2,0,0,0,0,0,14,1,260,7,-1,0,3,0
36,0,1,1,0,114,1,1,2,8,8,147,1,-1,0,3,0
31,4,2,2,0,0,0,0,0,21,1,218,2,-1,0,3,0
32,9,2,2,0,785,1,0,0,21,9,53,2,-1,0,3,0
38,4,0,1,0,-17,0,0,0,21,9,11,4,-1,0,3,0
45,0,1,1,0,-261,1,0,2,29,8,144,1,-1,0,3,0
29,9,2,1,0,307,1,0,0,3,3,216,1,-1,0,3,0
48,9,1,1,0,302,1,0,2,26,8,208,3,-1,0,3,0
30,4,2,2,0,11278,0,0,0,4,8,256,3,-1,0,3,0
36,3,1,1,0,2880,0,0,2,12,6,283,1,-1,0,3,0
33,9,2,2,0,149,1,0,0,19,9,424,2,182,1,1,1
32,1,1,0,0,7406,1,0,2,20,8,418,2,-1,0,3,0
44,9,2,1,0,451,0,0,0,11,3,203,1,183,2,2,0
33,9,2,1,0,-244,1,0,2,2,6,63,2,-1,0,3,0
79,5,0,0,0,336,0,0,0,6,10,386,1,184,1,1,0
35,9,1,1,0,374,1,1,1,7,1,72,5,-1,0,3,0
45,9,1,2,0,1818,1,1,0,25,6,427,1,142,5,2,0
46,1,0,0,0,452,1,0,2,9,8,113,4,-1,0,3,0
30,7,2,1,0,432,1,0,2,20,8,340,3,-1,0,3,0
37,4,2,2,0,410,0,0,0,7,1,542,3,-1,0,3,0
60,5,1,2,0,10500,0,0,0,19,1,56,7,-1,0,3,0
39,9,2,1,0,1820,0,0,2,5,6,231,2,-1,0,3,0
29,1,1,0,0,787,1,0,0,24,5,257,2,-1,0,3,0
31,1,1,0,0,-365,1,0,0,15,8,36,1,-1,0,3,0
38,9,1,1,0,958,1,0,1,18,9,33,4,-1,0,3,0
49,7,2,1,0,308,1,0,2,4,6,96,3,-1,0,3,0
31,7,2,1,0,1510,1,0,0,13,8,72,4,176,1,0,0
39,1,1,0,0,8637,1,0,1,20,0,78,1,313,1,0,0
41,1,0,1,0,388,0,0,0,14,1,605,2,-1,0,3,0
28,1,1,1,0,0,1,0,2,8,8,459,2,-1,0,3,0
53,1,1,0,0,256,1,0,2,2,6,202,1,-1,0,3,0
43,7,1,1,0,354,1,0,1,4,3,49,2,-1,0,3,0
30,7,2,1,0,63,0,0,2,13,1,75,1,-1,0,3,0
33,1,1,1,0,983,0,0,2,8,11,9,1,-1,0,3,0
40,9,1,1,0,372,1,0,0,21,9,365,1,100,2,0,0
34,9,0,1,0,7,1,1,0,29,1,273,2,-1,0,3,0
22,9,2,1,0,356,1,0,2,27,8,518,2,-1,0,3,0
28,11,2,3,0,326,0,0,0,11,10,450,1,231,1,2,1
36,0,2,2,0,980,0,0,0,30,5,156,3,179,4,0,0
37,7,2,1,0,393,1,0,0,8,8,348,4,350,2,1,0
55,7,0,1,0,0,0,0,0,27,11,262,6,193,4,2,1
31,0,1,1,0,752,1,0,2,14,8,178,1,-1,0,3,0
84,2,1,1,0,0,0,0,1,30,11,992,2,-1,0,3,1
46,0,0,1,0,-637,1,0,0,8,8,218,1,172,1,0,0
30,4,2,2,0,77,0,0,0,25,1,342,3,-1,0,3,0
36,1,1,1,0,-147,1,0,2,8,8,156,1,-1,0,3,0
39,0,1,1,0,607,1,0,0,12,8,454,2,364,3,0,1
25,4,2,2,0,1650,1,0,2,12,10,5,1,-1,0,3,0
26,1,2,1,0,856,1,1,0,30,5,95,5,-1,0,3,0
37,4,1,2,0,393,1,0,0,14,8,567,3,275,4,0,1
57,5,1,1,0,191,0,0,0,14,1,127,4,-1,0,3,0
36,7,1,1,0,297,1,1,0,15,5,157,5,-1,0,3,0
51,1,0,1,0,581,1,0,0,13,8,107,7,173,2,1,0
32,0,2,1,0,131,1,0,0,21,2,322,1,189,1,2,1
38,4,2,2,0,0,1,0,0,17,9,213,2,-1,0,3,0
35,1,2,0,0,3751,0,0,2,16,6,193,1,-1,0,3,0
33,9,2,1,0,14,1,0,2,12,8,188,1,-1,0,3,0
37,1,1,1,0,-158,1,1,0,7,8,892,2,-1,0,3,0
32,1,1,1,0,596,1,0,0,14,5,397,3,-1,0,3,0
33,0,0,1,0,1762,1,0,0,19,9,146,2,-1,0,3,0
35,9,2,1,0,634,1,0,0,29,1,122,2,-1,0,3,0
45,2,1,0,0,5315,1,1,0,15,8,262,2,-1,0,3,0
38,7,2,1,0,167,1,0,0,7,0,255,2,-1,0,3,0
40,0,1,1,0,1597,1,0,2,30,8,633,1,-1,0,3,0
29,7,2,1,0,0,1,0,0,11,5,314,2,-1,0,3,0
57,4,1,2,0,2142,1,0,2,6,8,251,3,-1,0,3,0
26,9,2,2,0,515,0,0,0,31,8,775,1,-1,0,3,1
31,4,2,2,0,745,0,0,0,12,1,121,4,-1,0,3,0
33,9,2,3,0,135,1,0,0,18,8,153,1,-1,0,3,0
41,1,0,0,0,320,1,0,2,26,8,511,1,-1,0,3,0
37,4,1,2,0,3723,0,0,0,22,8,354,1,-1,0,3,1
46,11,1,0,0,0,0,0,1,25,8,87,2,-1,0,3,0
42,9,1,2,0,-805,0,0,0,8,1,103,6,-1,0,3,0
41,9,0,1,0,1499,0,1,0,11,5,59,2,-1,0,3,0
22,8,2,1,0,123,0,0,1,12,8,267,2,89,7,2,0
32,1,1,1,0,783,1,0,2,21,8,923,3,-1,0,3,1
34,1,1,0,0,7673,1,0,0,18,9,143,1,-1,0,3,0
23,1,1,1,0,-295,1,0,0,15,8,411,1,323,2,0,0
32,0,0,1,0,2017,0,1,0,17,5,686,1,-1,0,3,0
52,9,1,2,0,3440,1,0,0,17,9,124,1,131,1,0,0
39,1,1,2,0,-33,1,0,2,7,8,62,5,-1,0,3,0
57,5,1,1,0,1230,0,0,0,22,3,200,1,-1,0,3,0
54,4,1,2,0,292,0,0,2,12,6,120,1,-1,0,3,0
40,4,2,2,0,1509,0,0,0,15,7,144,2,124,1,0,0
42,2,1,1,0,1002,0,0,2,20,6,109,3,-1,0,3,0
35,1,0,0,0,37,0,1,0,29,5,104,7,-1,0,3,0
25,9,2,1,0,505,0,1,0,17,9,386,2,-1,0,3,1
30,1,1,1,0,-2,1,0,2,9,8,136,2,-1,0,3,0
32,0,0,2,0,-127,1,0,2,30,8,288,4,-1,0,3,0
46,4,0,2,0,24598,1,0,0,14,8,118,4,374,3,0,0
42,2,2,1,0,1049,1,1,0,20,0,180,1,-1,0,3,0
42,9,2,1,0,555,1,0,0,5,3,449,2,-1,0,3,0
31,3,2,1,0,49,1,0,0,8,8,187,3,360,2,0,0
34,4,2,2,0,2555,1,0,0,26,8,129,2,-1,0,3,0
44,9,1,1,0,227,1,1,0,8,8,364,1,262,2,0,0
28,1,2,1,0,53,1,0,0,13,8,93,1,-1,0,3,0
25,7,2,1,0,199,0,0,0,15,3,101,2,-1,0,3,0
33,7,1,1,0,881,1,0,2,21,8,67,5,-1,0,3,0
31,0,1,1,0,337,0,0,2,12,8,51,1,-1,0,3,0
34,4,0,2,0,5754,1,0,0,18,9,32,1,181,1,0,0
54,6,1,2,0,0,1,0,0,20,1,83,5,-1,0,3,0
40,0,1,1,0,260,1,0,0,13,8,306,1,181,5,2,1
35,9,1,1,0,-1459,1,0,0,27,1,28,14,-1,0,3,0
58,4,0,1,0,44,1,0,0,29,4,147,1,195,1,1,0
44,0,1,1,0,598,0,0,0,31,5,88,5,-1,0,3,0
61,0,0,2,0,89,0,0,0,24,9,141,2,95,2,1,0
52,4,0,2,0,907,1,0,2,4,6,104,2,-1,0,3,0
32,0,1,1,0,413,1,0,0,20,0,95,3,341,2,0,0
46,9,0,1,0,0,1,1,0,8,8,306,1,262,1,1,0
30,7,1,1,0,80,1,0,2,8,8,185,2,-1,0,3,0
51,7,0,1,0,518,1,0,1,17,9,76,1,-1,0,3,0
34,1,1,1,0,-10,1,0,0,11,8,216,1,370,1,0,0
27,9,2,2,0,1075,0,0,0,2,11,529,2,184,1,2,1
33,1,1,1,0,2645,1,1,2,6,6,85,4,-1,0,3,0
55,10,1,1,0,1161,1,0,0,28,4,134,2,-1,0,3,0
48,1,2,1,0,2288,0,0,2,24,6,114,4,-1,0,3,0
56,7,1,1,0,467,0,1,1,29,5,105,8,-1,0,3,0
59,5,1,1,0,82,0,0,0,28,1,308,6,-1,0,3,0
33,4,2,1,0,2955,1,0,0,18,8,178,2,-1,0,3,0
31,1,1,1,0,212,1,1,0,17,5,143,2,-1,0,3,0
58,1,1,1,0,1166,1,0,2,12,8,493,1,-1,0,3,0
34,4,1,2,0,179,1,0,0,20,9,184,1,-1,0,3,0
21,1,2,1,1,-59,1,1,2,4,6,83,1,-1,0,3,0
45,0,1,1,0,5346,1,1,2,21,10,187,1,-1,0,3,1
34,4,1,2,0,99,0,1,0,3,3,264,2,-1,0,3,0
50,1,1,1,0,562,1,0,0,8,0,280,2,-1,0,3,0
27,8,2,1,0,671,1,0,2,7,8,332,2,-1,0,3,0
44,4,1,3,0,415,1,0,1,14,8,7,7,-1,0,3,0
39,7,2,1,0,326,1,0,2,27,8,115,1,-1,0,3,0
28,9,2,1,0,593,1,0,2,19,6,202,1,-1,0,3,0
55,9,0,1,0,225,0,1,0,14,5,116,2,-1,0,3,0
45,9,1,1,0,44,1,0,2,5,8,95,4,-1,0,3,0
53,5,1,0,0,0,0,0,0,30,5,123,1,-1,0,3,0
25,7,2,1,0,79,0,1,0,21,5,24,28,-1,0,3,0
29,7,2,1,0,1934,0,0,0,29,11,271,1,-1,0,3,1
27,1,1,0,0,-413,0,1,2,27,6,422,6,-1,0,3,1
54,4,2,2,0,1464,1,1,2,26,8,425,4,-1,0,3,0
29,9,2,2,0,2489,1,0,0,3,7,355,1,86,5,0,1
50,10,1,0,0,210,0,0,2,16,6,247,2,-1,0,3,0
50,4,1,2,0,412,1,1,0,11,1,40,5,-1,0,3,0
45,1,1,1,0,1345,1,0,2,19,8,120,7,-1,0,3,0
50,9,0,1,0,380,1,0,0,29,4,492,1,-1,0,3,0
25,4,2,2,0,380,0,0,0,12,5,167,1,-1,0,3,0
46,9,1,2,0,675,1,0,2,8,8,50,1,-1,0,3,0
41,4,1,2,0,-499,0,0,0,31,5,21,17,-1,0,3,0
35,1,1,0,0,883,1,1,2,20,6,18,5,-1,0,3,0
55,11,1,0,0,159,0,0,2,4,11,15,1,-1,0,3,0
42,7,1,1,0,98,1,0,1,28,5,228,2,-1,0,3,0
25,7,2,1,0,111,0,1,0,7,5,316,1,-1,0,3,0
28,1,1,0,0,103,1,0,2,20,6,41,28,-1,0,3,0
33,1,1,1,0,0,1,0,2,29,5,331,1,-1,0,3,0
32,4,1,1,0,350,1,0,2,28,8,110,2,-1,0,3,0
32,8,2,2,0,214,0,0,0,4,8,117,1,-1,0,3,0
35,0,0,1,0,3636,0,1,0,21,9,808,2,-1,0,3,1
42,9,0,2,0,802,0,0,1,28,4,119,2,-1,0,3,0
42,1,1,1,0,250,1,0,0,17,0,42,3,-1,0,3,0
42,9,0,1,0,214,0,0,0,16,0,127,1,-1,0,3,1
37,9,1,1,0,1824,1,0,0,3,5,112,2,324,2,1,0
18,8,2,1,0,156,0,0,0,4,9,298,2,82,4,1,0
31,4,1,2,0,2196,1,0,0,26,8,299,2,-1,0,3,0
36,6,1,2,0,1234,0,0,0,7,5,106,1,-1,0,3,0
36,4,2,2,0,10773,1,0,0,18,8,89,1,-1,0,3,0
32,4,1,2,0,5910,0,0,0,26,1,75,3,-1,0,3,0
31,7,2,1,0,658,0,0,0,22,8,100,1,-1,0,3,0
51,4,1,2,0,0,0,0,2,7,6,302,1,-1,0,3,1
31,4,2,2,0,44,0,0,2,28,8,95,2,-1,0,3,0
40,9,0,1,0,348,1,0,0,5,1,142,2,-1,0,3,0
43,2,1,1,1,150,1,1,2,23,8,226,2,-1,0,3,0
30,8,2,2,0,3300,0,0,0,21,9,1571,1,-1,0,3,1
26,8,2,2,0,37,1,0,2,8,8,108,1,-1,0,3,0
37,7,1,1,0,4760,1,0,0,8,8,182,2,169,2,0,0
26,7,2,1,0,-224,1,1,2,3,6,189,1,-1,0,3,0
47,10,1,0,0,4274,0,0,1,28,4,852,2,-1,0,3,0
50,4,1,2,0,1477,1,0,0,18,9,283,2,-1,0,3,0
44,7,1,1,0,850,0,1,0,16,5,220,5,-1,0,3,0
36,9,1,1,0,2473,0,0,0,28,1,965,4,-1,0,3,1
39,1,2,0,0,561,1,0,0,17,0,88,1,-1,0,3,0
45,7,1,1,0,4971,0,0,0,18,1,115,9,-1,0,3,0
48,1,1,1,0,1143,1,0,0,20,1,93,3,-1,0,3,0
36,1,2,0,0,851,1,0,2,28,8,168,1,-1,0,3,0
57,5,1,2,0,0,1,1,2,28,8,648,1,-1,0,3,1
37,4,2,2,0,35,1,0,0,18,5,34,3,-1,0,3,0
53,6,1,2,0,837,0,0,0,27,1,160,4,-1,0,3,0
45,1,1,1,0,221,0,1,0,25,1,153,4,-1,0,3,0
46,1,1,1,0,3999,0,0,0,20,9,202,1,-1,0,3,0
71,5,1,1,0,1998,0,0,0,23,6,201,1,-1,0,3,0
42,9,1,1,0,769,0,0,0,6,3,187,2,246,1,0,0
53,4,0,2,0,2245,0,0,0,24,7,125,2,-1,0,3,0
36,4,2,2,0,688,0,0,0,25,3,293,3,268,2,0,0
37,9,2,2,0,971,0,0,0,19,1,120,6,-1,0,3,0
53,1,1,1,0,-214,1,0,2,20,6,49,4,-1,0,3,0
