LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
20000,1,3,1,52,1,2,2,-2,-2,-2,10474,10000,0,0,0,0,0,0,0,0,0,0,1
50000,2,2,2,45,-2,-2,-2,-2,-2,-2,330,330,4975,4810,330,330,330,4975,4838,330,330,330,0
20000,1,2,1,24,1,4,3,2,2,2,17611,18038,17473,16900,17690,18255,1000,0,0,1376,1000,649,0
230000,2,2,1,32,-1,0,0,0,0,-2,1560,1766,2720,3720,0,0,1046,1000,1000,0,0,44752,0
140000,2,1,2,29,-1,-1,-2,-1,-1,-1,4880,0,0,6560,3617,0,0,0,6560,3617,0,2770,1
90000,2,2,1,33,0,0,0,2,2,2,76395,79168,84904,87914,90043,91534,4000,8000,5348,3700,3128,0,0
10000,2,1,2,24,0,0,0,0,0,0,6632,7095,7565,8854,9229,8376,2000,2000,2000,1000,1000,1000,0
210000,2,2,2,37,0,0,0,0,0,0,31090,58054,44624,43339,44245,45125,28008,15000,1552,1605,1615,1698,0
170000,2,2,2,25,0,0,0,0,0,0,65531,64149,46188,42793,30466,25583,2019,2006,2002,788,989,1000,0
20000,1,2,1,28,0,0,0,0,0,0,18537,19205,19687,19684,19842,19965,1358,1230,617,776,1000,4000,0
170000,2,2,1,31,0,0,0,0,0,0,102477,104499,106657,108804,109584,111881,5210,5323,5402,4071,4215,4081,0
210000,1,2,1,41,2,2,2,2,2,2,85639,87705,90376,90687,91888,93852,4200,4800,2500,3900,3400,3400,1
210000,2,2,1,33,0,0,0,-2,-2,-1,29672,31050,0,0,0,87045,2100,0,0,0,87045,4000,0
80000,2,2,2,22,-1,-1,-1,-1,-2,-2,1247,0,32320,0,0,0,0,32320,0,0,0,0,1
240000,2,1,2,28,0,0,0,0,0,0,30173,29109,16704,13934,2020,4520,5009,4000,3506,0,2500,4000,0
240000,1,3,2,28,0,0,-1,-1,-2,-2,22334,13842,1425,10591,1793,1509,3851,1467,10594,1802,1516,1193,0
80000,1,1,1,40,0,0,2,2,2,2,28054,31201,31594,30787,34513,34995,3600,1200,0,4246,1200,1500,1
490000,2,2,1,52,-1,-1,-1,-1,-1,-1,7357,2779,22595,755,7000,0,2779,22595,762,7000,0,4341,0
70000,1,3,2,39,0,0,0,0,0,0,63330,62711,57774,47326,50910,55059,5024,5043,5000,5000,5000,5000,0
220000,1,1,2,28,2,0,0,2,2,2,205130,212060,225462,116915,116021,114001,9975,19254,0,8500,0,8000,1
200000,1,3,2,31,0,0,0,-2,-1,0,6492,6069,-202,1201,1200,0,1050,0,1302,100,0,0,0
180000,1,1,1,45,-1,-1,-1,-1,-1,-1,4453,3310,7226,5060,2832,1890,3310,7228,5060,2832,1890,2576,0
130000,2,3,1,36,0,0,0,0,0,0,42553,43606,44577,45013,45695,46283,1740,1711,1587,1823,1956,1125,0
200000,2,1,2,32,0,0,0,0,0,0,47517,8219,9000,10000,11340,0,1219,1000,1000,1340,0,0,0
170000,2,1,2,23,0,0,0,0,0,0,15639,14431,15437,13838,14915,10090,1265,3437,2115,2920,1500,1053,0
110000,1,2,2,26,0,0,0,0,0,0,106417,103587,56676,47332,45171,47092,9026,6000,2000,2000,3000,4006,0
80000,1,1,2,39,2,0,0,2,2,0,62281,63774,68204,69484,68247,71110,2500,5500,3000,0,4000,2500,1
20000,1,3,1,52,-1,-1,-1,-1,-1,-1,2912,390,780,780,780,390,390,780,780,780,390,780,0
90000,2,2,1,51,0,0,0,0,0,0,12822,10944,12255,12192,12448,12895,1188,1499,436,452,654,455,0
80000,2,2,1,32,-1,-1,-1,0,0,-1,8592,4000,6881,7697,3333,3063,4000,6881,5003,3000,3063,0,0
10000,2,2,2,32,-1,-1,0,0,0,0,77,7417,8459,9493,9678,9634,7417,1166,1200,300,1000,500,1
260000,2,1,1,35,0,0,0,0,0,0,51133,60247,63615,71839,75506,78647,10000,5000,10000,5000,5000,10000,0
450000,1,1,1,41,-1,-1,-1,-1,-1,-1,70825,17236,8680,113233,5907,0,17913,9278,114865,6411,0,0,0
50000,2,2,1,39,0,0,0,0,0,0,42822,43872,25400,24202,25904,27567,2000,2000,1000,2000,2000,2000,0
70000,2,2,1,33,0,0,0,0,0,0,69418,68943,38783,3758,1261,0,2382,2025,1000,25,0,1651,1
30000,1,1,2,24,0,0,0,2,0,0,6003,4912,6214,3311,4430,906,1440,2259,0,1500,425,895,0
450000,1,1,2,31,-1,-1,-1,2,-1,0,757,1422,2469,1562,20030,9248,1422,2000,0,20030,1000,1000,0
160000,2,5,1,38,0,0,0,0,0,0,141282,144433,152067,155527,157886,156241,5500,10000,6000,6100,6100,6000,0
20000,1,3,1,35,1,2,0,0,0,0,24122,23089,22422,20794,19914,7476,1300,1481,503,2019,233,100,0
410000,2,2,2,42,0,0,0,-1,-1,0,37492,33535,7267,14190,132106,289397,1625,1031,14224,132116,163020,10014,0
190000,2,2,2,24,0,0,0,0,0,0,183821,186084,184426,104154,106014,109014,9000,6621,2083,2500,3000,9076,0
30000,2,1,2,23,0,0,2,2,3,2,21077,23793,23130,28790,28038,27451,3383,0,6380,0,0,2300,1
230000,2,2,1,35,0,0,0,0,0,-2,68755,35137,34305,22752,5123,0,1607,4305,1000,5123,0,2810,0
130000,1,2,1,42,-1,-1,-1,-1,-1,-1,1048,1048,1048,1048,390,390,1048,1048,1048,390,390,390,0
230000,2,1,2,33,-1,-1,-1,-1,-1,-1,2227,3496,4006,411,1511,1334,3496,4091,411,1511,1334,1157,0
170000,1,1,2,30,-1,2,2,-1,-1,-1,998,998,0,499,724,390,0,0,499,724,390,424,0
500000,2,2,1,47,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,396,1
290000,2,2,2,25,0,0,0,0,0,0,78719,71559,66658,68627,61578,59274,2510,2500,3000,3000,3000,3000,0
420000,1,1,2,33,1,-1,-1,-2,-2,-2,-190,6509,0,0,0,0,6699,0,0,0,0,0,0
30000,2,2,2,35,0,0,0,0,-2,-2,29728,30479,13052,0,0,0,1779,3345,0,0,0,0,0
90000,2,1,1,28,-1,0,0,0,0,0,12759,10941,10420,14420,9855,9097,5000,6000,4000,5000,3500,5000,1
200000,1,1,1,34,-1,-1,-1,-1,-1,-2,3692,-16,1886,4700,0,0,0,1902,4723,0,0,0,0
200000,2,2,1,36,-1,-1,-1,-1,-1,-1,371,37647,371,2977,3784,10579,37647,371,2977,3784,10579,10546,0
450000,2,1,2,39,-1,-1,-1,-1,-1,-1,242,0,2343,2313,8295,699,0,2343,2313,8295,1806,1274,0
50000,1,2,2,25,0,0,0,0,0,0,47034,48442,49173,49290,48910,48910,2500,2200,1700,1000,0,0,0
280000,2,2,1,30,2,0,0,0,0,0,18925,20223,15883,15547,14472,15086,1976,2000,1600,1000,1000,1100,1
140000,2,2,2,31,-2,-2,-2,-2,-2,-2,518,518,518,518,518,668,518,518,518,518,668,518,0
280000,2,2,1,27,-2,-2,-2,-2,-2,-2,747,0,5737,922,107,980,0,5737,922,107,980,648,0
100000,1,1,1,41,1,2,0,0,2,0,89137,86040,71910,65693,63835,18660,0,3515,6300,13,765,0,0
170000,1,3,1,45,0,0,0,0,0,0,165315,170562,170024,32898,34869,73932,8000,4000,3000,2500,5000,3000,0
260000,1,1,1,30,-1,-1,-1,-1,-1,-1,232,91,85,105,80,95,91,85,105,80,95,80,0
150000,2,1,2,27,-1,-1,-2,-2,-2,-2,1345,0,0,0,0,0,0,0,0,0,0,24948,0
50000,1,1,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,2,2,1,39,-1,-1,-1,-1,-1,-1,9690,0,1222,7337,0,2752,0,1222,7409,0,2752,1549,0
360000,2,2,1,43,-1,-1,-1,-1,-1,-1,1999,10145,4005,19158,3569,31171,10145,4723,19158,3569,31171,3283,0
20000,2,2,2,23,1,2,0,0,0,2,15596,15053,15773,17102,18704,18263,0,1269,1598,2200,0,3700,1
230000,2,3,1,48,1,-1,-1,-1,-1,-1,-5,4582,2883,20099,13870,4234,4587,2883,20099,13870,4234,0,0
20000,1,1,2,26,0,0,0,0,0,2,11065,11788,13082,13498,14278,13899,1206,1500,634,1151,0,514,1
130000,1,1,2,27,-1,-1,0,-1,-1,-1,1439,3548,1958,1462,2573,2402,3555,1010,1466,2581,2509,3013,0
230000,1,2,1,34,0,0,0,0,0,0,131887,133440,134272,136281,138687,118873,5005,5007,5000,5008,5000,4005,0
50000,1,2,2,39,0,0,0,0,-1,-1,48803,48808,20131,19940,390,540,1487,1200,399,390,540,390,1
50000,1,2,1,43,-2,-1,0,0,2,0,1040,4254,6955,9486,9191,12524,4254,2962,5191,0,3500,3000,1
20000,1,2,2,39,0,0,0,0,-2,-2,8799,9671,11500,0,0,0,1171,2000,0,0,0,0,0
190000,2,1,2,26,1,-1,0,0,0,0,0,2236,5265,5034,1091,0,2236,3265,3060,22,0,0,0
170000,1,2,1,40,0,0,0,2,2,2,148211,149659,155442,162471,158294,166836,5400,8200,11400,0,10800,0,0
380000,1,1,1,40,0,0,2,0,0,0,95972,123558,114785,161444,163071,160076,30027,0,50005,20042,20000,20000,0
50000,2,3,1,23,2,0,0,0,0,0,32847,29705,15445,16782,16960,17208,1941,1263,1600,754,671,831,1
200000,1,1,1,53,0,0,0,0,0,0,66012,68099,70387,71929,58133,40500,2500,2700,2242,2093,1300,0,0
210000,2,2,2,24,0,0,0,0,0,0,45685,29287,19689,20629,21193,21484,1609,1362,1302,866,742,1000,0
330000,2,2,1,50,-2,-2,-2,-2,-2,-2,5600,0,98,0,0,318,0,98,0,0,318,452,0
180000,1,1,1,50,0,0,0,0,0,0,66114,69436,72560,76169,77988,69293,5000,5000,5000,3000,5000,5000,0
260000,1,1,1,37,0,0,0,0,0,0,257456,261189,264520,249571,202144,197643,10621,9948,8914,6986,41000,7222,0
280000,2,1,2,62,2,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1
160000,2,2,1,40,0,0,0,2,0,0,137930,137695,146193,139323,140719,143638,6574,12121,0,5100,10251,5205,0
180000,2,2,1,39,-1,-1,-1,-1,-1,-1,5360,6176,398,629,0,978,6207,398,629,0,978,2198,0
200000,2,2,1,36,-2,-2,-2,-2,-2,-2,3131,207,3578,0,0,0,207,3599,0,0,0,3832,0
130000,1,1,2,28,2,2,2,-2,-2,-2,114144,102650,0,0,0,0,0,0,0,0,0,0,1
70000,1,2,2,27,0,0,0,0,0,0,63298,65785,65353,84184,47686,49276,4100,2400,2500,1800,2400,4800,0
500000,1,1,2,32,0,-1,0,0,0,-1,18290,25287,24385,18168,4469,27796,25287,1037,363,89,27796,8000,0
120000,2,2,1,35,-1,-1,2,2,2,2,2415,11837,9754,24007,22299,31576,9886,0,20000,0,10000,0,0
50000,2,2,1,44,0,0,2,0,0,0,43596,46320,43976,44287,38113,30778,5000,0,2500,1500,2000,1000,0
140000,2,1,1,66,1,-2,-2,-2,-1,2,0,0,0,0,825,675,0,0,0,825,0,23715,0
220000,2,2,2,35,0,0,0,0,0,0,34819,30937,30348,23459,23200,21281,2006,2022,1002,1007,1000,1008,0
20000,1,2,2,25,0,0,0,0,0,0,19791,19591,15788,14911,11699,12224,1917,1000,1000,1000,1068,0,1
200000,2,4,2,27,1,-1,-1,-1,-1,0,777,14893,5635,7518,13226,13845,15103,5652,7529,13226,4906,4666,0
270000,2,2,1,38,0,0,0,0,0,0,60654,59464,54715,51796,53256,59733,3000,3019,5000,5000,10000,10000,0
500000,2,3,2,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,1150,0,0,0,0,1150,0,1
360000,2,2,2,30,-2,-2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,0
150000,2,1,2,28,2,2,2,0,0,0,145096,147384,143225,147115,145015,110635,5000,0,6000,0,3000,23747,1
50000,2,3,2,30,0,0,0,2,-1,-1,16986,6929,8743,1000,5557,5027,1186,2000,0,5557,470,0,1
80000,1,2,2,29,1,2,0,0,0,0,75234,76417,76916,51070,52727,54847,3007,5090,2001,3000,3000,3000,0
50000,1,1,2,37,2,0,0,0,0,2,11533,12951,22339,22669,24121,23540,1612,10000,1000,1820,0,696,0
130000,2,2,1,28,0,0,0,0,0,0,115303,113502,111651,102622,96723,98827,4157,4168,5025,3223,4105,4000,0
240000,1,1,1,38,1,-2,-2,-2,-2,-1,0,0,0,0,0,690,0,0,0,0,690,0,0
270000,2,1,2,28,-1,-1,-1,0,0,0,475,475,5691,37526,50565,48888,475,5691,34000,14000,8000,15000,0
60000,2,2,2,24,1,-2,-1,-1,-2,-2,0,0,1668,844,200,2930,0,1668,844,1044,2930,3783,0
80000,2,3,2,32,-2,-2,-2,-2,-2,-2,4965,51932,0,2165,39881,14691,51932,0,2165,39881,14691,10500,0
230000,2,2,2,42,0,0,0,0,0,0,64489,58611,54463,53008,52835,40015,3100,5000,5000,10000,3000,5000,0
20000,1,2,1,33,1,2,0,0,2,2,4481,4261,5272,6685,6429,7225,0,1087,1500,0,900,0,0
160000,2,5,2,31,-1,-1,-1,0,-1,-1,1790,0,31568,17638,1285,2705,0,31568,353,1285,2705,0,0
50000,1,2,2,29,0,0,0,0,0,0,13200,12930,12684,12050,11005,9952,1506,1521,1148,364,355,390,0
30000,2,3,1,51,1,2,2,0,0,0,30128,31325,29953,30332,29871,28977,2000,0,1962,1395,1000,2000,0
280000,2,2,2,29,-1,-1,-1,-1,-1,0,11536,3408,8220,2287,10969,5395,3419,8283,2287,10969,0,0,0
20000,2,3,3,39,0,0,0,0,0,0,18988,15975,16579,15102,16795,34457,1400,4500,2500,3240,3000,4000,0
200000,2,1,2,35,-1,-1,-1,-1,-1,-1,467,2628,287,9471,985,4489,2700,1000,9500,1000,4500,1301,0
60000,1,2,1,51,0,0,0,0,0,0,60114,54902,46956,40671,38188,38652,1902,1650,3200,1500,1500,1500,0
70000,1,1,2,31,1,2,2,0,0,0,65779,34480,33632,35747,38981,43331,3000,0,3000,4000,5000,0,1
260000,1,5,2,35,0,0,0,0,0,0,138834,143518,146714,148787,152306,155690,7000,7000,6000,6001,6000,6000,0
60000,1,3,2,24,0,0,0,0,2,0,58819,59810,56566,30627,30203,28648,3000,1768,3954,1000,1500,1200,0
460000,2,1,1,34,-1,0,0,0,0,0,11689,12911,15418,22465,25546,36452,2000,3000,8000,4000,16000,6000,0
200000,1,1,2,34,0,0,0,2,2,2,156449,162377,174501,155355,129942,118202,10000,15000,0,10000,0,11000,1
30000,1,2,2,29,8,7,6,5,4,3,34423,33952,33165,32391,31332,30558,0,0,0,0,0,0,0
210000,2,1,2,31,-1,-1,-1,-1,0,0,12618,6313,16488,12900,20108,18378,6344,16560,13024,12541,7091,11414,0
150000,2,1,1,32,0,0,0,0,0,0,23364,22846,25779,22303,16981,16837,1450,5779,1300,700,1000,1000,0
180000,1,2,2,30,-1,-1,-1,2,-1,-1,3229,0,6709,6366,1950,1931,0,6709,0,1950,1931,16486,0
110000,2,1,2,30,0,0,0,0,0,0,51276,52064,53160,54331,53024,51317,3000,3031,3000,3000,2000,3000,0
20000,1,2,1,36,1,2,2,0,0,0,5566,6527,6274,6470,7366,8044,1200,0,300,1000,800,0,1
220000,1,1,1,38,-1,-1,3,2,2,-2,1815,743,743,43,-657,-1357,1486,0,0,0,0,0,0
110000,2,2,2,23,0,0,0,0,0,0,106963,101958,85914,73638,72119,73764,5023,3900,2600,5000,3000,3000,0
210000,2,1,2,35,0,0,0,-1,0,-1,44125,39465,23908,5088,792,150,1732,1000,5484,0,150,396,0
20000,2,4,2,22,0,0,0,0,0,0,17576,17632,18385,18657,8539,0,1500,1200,1000,1000,0,0,0
160000,2,1,1,51,0,0,-1,-1,-1,0,63406,64176,2348,2447,10968,10934,2901,2348,2447,10968,531,208,0
30000,2,2,2,23,0,0,0,0,0,0,19594,20619,21631,22062,22707,23312,1346,1358,789,1000,981,1010,0
60000,1,2,1,45,0,0,0,0,0,0,25513,13941,13265,13645,14538,14923,1300,1600,1300,1500,1000,2000,0
130000,1,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
120000,1,2,2,25,1,2,2,2,2,0,63119,61304,54675,52206,10325,8992,2200,1828,500,0,500,1000,1
300000,2,1,2,26,0,0,0,0,0,0,296186,290906,275061,250488,250357,249990,20006,9000,10000,9000,10000,8000,0
140000,2,2,1,33,0,0,0,-2,-1,0,89226,90212,-1037,-1037,66441,68365,3133,0,0,68383,3000,3096,0
220000,2,1,2,29,-2,-2,-1,-1,-1,-2,-12,-12,88,2207,1577,-963,0,100,2300,3083,732,231,0
150000,2,2,2,28,2,0,0,0,0,0,89336,90337,84905,86814,73827,60284,4027,4004,5016,5004,3000,5005,1
20000,2,3,1,50,-1,-1,-1,-1,-2,-2,5141,3455,6906,0,0,0,3754,6906,290,0,0,0,1
160000,2,3,2,25,-1,-1,-1,-1,-1,-1,141,-756,11520,1520,5171,3716,201,13040,0,5171,3716,107,0
280000,2,1,1,51,-2,-1,-1,-2,-1,-1,390,11223,15225,4951,2408,8360,11223,15262,4951,2408,8360,6202,1
70000,2,1,2,23,0,0,0,0,0,0,7531,8545,9588,10900,46462,47599,1145,1188,1500,36000,2000,1668,1
570000,1,1,2,31,0,0,0,0,0,-1,26775,28753,48474,42377,41302,1666,15004,25000,1302,1000,1666,3778,0
60000,1,2,2,28,0,0,0,0,0,2,42243,37131,38136,38903,41483,40257,7773,1628,1395,3210,0,2000,0
300000,2,3,0,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,2,5,2,34,1,2,-1,-1,-1,0,2898,1457,1261,1261,2522,1261,0,1261,1261,2522,0,780,0
80000,1,3,2,30,2,0,0,0,0,0,79629,78010,5976,5812,4788,3758,1691,1106,1060,154,147,127,1
200000,1,2,1,37,0,0,0,0,0,0,208835,202673,193898,180759,160482,132870,7313,7157,11609,5609,5059,5014,0
200000,2,3,1,51,1,-1,-1,-2,-2,-2,0,1221,0,0,0,0,1221,0,0,0,0,0,0
210000,2,2,1,27,2,2,2,0,0,0,170646,174134,167095,161573,122362,116243,7800,16,6800,3800,5134,4000,1
30000,1,2,1,62,0,0,0,-2,-2,-2,11188,2990,0,0,0,0,1000,0,0,0,0,0,0
10000,1,2,2,23,3,2,2,2,2,2,10034,9239,10025,10227,9933,9884,0,1600,500,0,1000,0,1
280000,2,2,2,37,-1,-1,-1,-1,-1,-1,1876,2716,1876,1876,1876,1870,2716,1876,1876,1876,1870,10267,0
180000,1,1,2,26,-1,-1,-1,-1,-1,-1,758,0,1022,2004,0,2051,0,1022,2016,0,2051,0,1
430000,1,2,1,46,0,0,-1,0,0,0,52930,960,354716,361373,368484,365148,510,358689,15066,14126,13065,12908,1
120000,2,1,1,32,-1,-1,-1,-1,-1,2,3556,326,326,476,802,326,652,326,476,802,0,326,1
60000,1,1,1,37,0,0,0,0,0,0,57985,59312,27420,27965,28552,29276,2550,1500,1001,1038,1200,1233,0
120000,1,1,2,31,-1,-1,-1,-1,-1,-1,2340,4908,70,220,220,220,4908,70,220,220,220,360,0
200000,1,1,2,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
210000,2,1,1,44,-1,-1,-1,-1,-1,0,360,360,1234,722,1326,360,360,1234,722,1326,0,2388,0
200000,1,4,1,49,0,0,0,0,0,0,49221,49599,50942,50146,50235,48984,1689,2164,2500,3480,2500,3000,0
20000,1,2,2,34,1,2,0,0,0,0,20690,20075,19492,19859,19232,15608,0,1500,805,7000,542,242,1
210000,2,2,1,35,-1,-1,-1,-1,0,-1,188,971,2871,5087,1943,3392,971,2871,5087,0,3392,4000,1
60000,2,3,1,63,0,0,0,0,0,0,56285,56894,57006,28198,23888,24083,5000,2156,3017,2009,3000,3000,0
20000,1,3,2,45,1,2,2,2,2,2,15748,16497,16928,17354,16934,18347,1300,1000,1000,0,1700,600,1
170000,2,2,1,28,1,-2,-1,0,0,0,0,0,9311,10257,20872,34403,0,9311,1257,10872,14003,1500,0
150000,1,3,2,32,1,-1,0,0,0,0,3706,40093,65063,69046,60619,61096,40093,30000,10000,10030,5000,5000,0
50000,2,3,2,52,0,0,0,0,0,0,34781,34458,33311,18033,18740,19408,1725,1800,3000,1000,1000,657,1
470000,1,3,2,31,-1,-1,2,-1,-1,-1,8748,2442,2272,6040,6655,1200,3500,11,6080,6688,1206,0,0
10000,2,3,2,22,2,0,0,0,-1,0,7720,10063,9272,-8758,8989,9202,2500,1000,0,30000,500,953,1
50000,2,2,2,25,0,0,0,0,0,0,28428,27383,12620,6730,6872,7057,2000,1110,240,250,300,2335,0
80000,2,2,1,40,-1,-1,-1,-1,-1,-1,390,390,390,390,390,540,390,390,390,390,540,390,0
80000,2,2,2,23,0,0,0,0,0,-1,4125,10174,6160,9020,4670,6124,6174,3160,5020,1670,6124,1600,0
30000,2,2,2,22,2,0,0,0,0,0,30324,30123,30299,27758,22720,19136,1900,1600,2000,2000,614,924,1
10000,1,2,2,24,-1,2,2,2,0,0,2887,1923,2989,2813,2008,2132,0,1500,0,0,150,0,0
160000,2,1,2,29,1,-1,-1,-1,-1,-1,-146,15414,1857,550,2602,10381,17833,2252,9694,10000,11797,7289,0
240000,1,2,1,33,1,2,2,0,0,2,172618,174842,141471,39578,46489,45632,6765,0,2000,7592,0,140000,0
10000,2,2,2,27,1,2,2,0,0,0,8944,9882,9538,9808,8650,0,1230,0,500,450,0,0,1
130000,2,2,2,37,2,0,0,0,0,0,129677,131798,98083,92317,87375,87634,5940,4700,4433,3100,3300,3200,1
80000,2,2,1,25,0,0,0,0,0,0,76358,77433,74050,73361,56966,59130,3000,3000,2700,2000,5000,2200,0
70000,1,3,1,54,0,0,0,0,0,0,64527,59996,57417,54558,58968,63456,2519,5015,4000,5950,6000,2507,0
350000,1,1,1,31,0,0,0,2,0,0,18685,21057,23291,22812,27418,20203,3000,3000,0,5000,5000,5000,1
80000,2,2,2,24,0,0,2,2,2,2,70411,75874,76710,74792,79636,77757,6657,2629,0,6000,0,3000,0
50000,1,2,2,27,0,0,0,-1,2,0,50679,45126,37800,51457,50463,41758,2033,1900,51457,0,1642,1538,1
60000,2,3,3,48,0,0,2,2,-1,0,53116,55950,54439,-561,20115,20000,3689,0,0,20907,400,0,0
240000,2,3,1,36,-1,-1,-1,-2,-2,-2,8020,717,0,0,0,0,724,0,0,0,0,6516,0
30000,2,1,1,37,0,0,0,0,0,0,8301,9156,8983,8141,6422,5187,1191,1079,239,209,206,160,0
