age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32,10,2,1,0,104,0,0,0,4,3,233,3,-1,0,3,0
35,7,1,1,0,5,0,0,0,30,5,153,2,-1,0,3,0
53,4,1,2,0,3591,1,0,0,5,1,306,2,181,2,1,1
57,0,1,1,0,11,0,0,0,2,3,261,1,265,3,0,0
45,9,1,1,0,-237,1,1,2,15,8,71,3,-1,0,3,0
43,10,2,2,0,983,1,0,0,26,3,97,1,-1,0,3,1
47,1,0,0,0,126,1,0,2,3,6,2456,2,-1,0,3,1
44,4,1,2,0,0,0,0,0,28,1,43,1,-1,0,3,0
31,9,2,2,0,23,0,0,0,25,1,121,3,-1,0,3,0
46,4,1,2,0,39,1,1,0,21,9,64,1,-1,0,3,0
26,3,1,2,0,543,0,0,0,30,4,169,3,-1,0,3,0
31,4,1,2,0,325,1,0,0,18,5,1139,2,-1,0,3,1
65,5,1,0,0,1004,0,0,0,28,10,371,1,-1,0,3,1
43,4,1,2,0,544,1,0,2,27,6,154,6,-1,0,3,0
34,9,2,1,0,559,0,0,0,22,1,259,2,-1,0,3,0
75,5,1,1,0,3771,0,0,1,15,0,185,1,181,2,2,1
58,5,1,0,0,121,1,0,2,5,8,50,1,-1,0,3,0
49,1,1,1,0,-454,1,0,0,14,8,558,1,-1,0,3,1
26,8,2,1,0,2572,1,0,0,5,8,620,1,-1,0,3,0
40,9,1,1,0,694,1,0,0,4,3,97,4,196,5,0,0
30,9,1,2,0,179,1,0,0,25,5,111,2,-1,0,3,0
29,9,2,2,0,542,1,0,2,9,8,338,3,-1,0,3,0
30,4,2,2,1,35,0,0,0,30,5,185,4,-1,0,3,0
74,5,1,0,0,2894,0,0,1,1,11,97,5,204,2,1,0
38,1,2,0,0,350,1,0,2,21,8,35,1,-1,0,3,0
48,2,0,2,0,275,0,1,2,5,6,34,1,-1,0,3,0
58,3,2,1,0,11494,0,0,1,4,7,220,7,-1,0,3,0
35,1,2,1,0,142,1,0,0,20,9,155,1,-1,0,3,0
51,4,2,2,0,5341,0,0,0,30,0,184,2,-1,0,3,0
47,4,0,2,0,84,1,0,2,9,8,229,5,-1,0,3,0
59,10,1,1,0,309,0,0,0,28,4,300,1,-1,0,3,0
58,5,0,3,0,5920,1,0,0,21,9,96,1,121,1,0,0
28,0,2,1,0,154,1,0,0,15,8,536,1,364,1,1,1
40,1,1,1,0,5,0,0,0,26,7,86,2,-1,0,3,0
24,8,2,1,0,1957,0,0,0,4,6,113,1,-1,0,3,0
59,1,1,1,0,104,1,0,2,2,6,92,5,-1,0,3,0
27,1,2,1,1,-27,0,0,2,23,6,498,2,-1,0,3,1
33,9,1,1,0,0,0,0,2,9,8,120,1,-1,0,3,0
48,9,1,2,0,0,0,0,1,26,1,176,15,-1,0,3,0
41,3,1,1,0,876,0,0,2,19,6,78,1,-1,0,3,0
43,1,2,1,0,318,1,0,2,5,6,736,2,-1,0,3,1
32,4,2,1,0,416,1,0,0,13,8,290,1,176,2,0,0
59,1,1,1,0,-162,1,1,2,20,6,122,1,-1,0,3,0
40,1,1,1,0,0,1,0,2,16,8,167,2,-1,0,3,0
45,1,1,0,0,0,1,0,0,24,5,137,1,-1,0,3,0
41,7,1,1,0,-141,1,1,2,2,6,243,3,-1,0,3,0
29,0,1,1,0,445,1,0,2,28,8,489,2,-1,0,3,0
45,1,1,0,0,900,1,0,1,15,8,26,1,340,1,0,0
42,9,2,1,0,-1,0,0,0,29,4,259,1,-1,0,3,0
37,0,1,1,0,36,1,0,2,13,8,428,1,-1,0,3,0
48,1,1,1,0,305,0,0,1,30,5,169,3,-1,0,3,0
32,1,1,0,0,651,1,0,0,4,3,628,2,267,2,0,0
26,4,2,2,0,761,0,0,0,2,3,362,1,-1,0,3,0
33,9,2,1,0,440,1,0,2,26,8,250,2,-1,0,3,0
22,7,2,1,0,129,0,0,0,16,10,258,1,-1,0,3,1
39,1,2,1,0,1967,0,0,2,18,6,156,9,-1,0,3,0
51,1,1,0,0,111,1,0,2,14,8,140,1,-1,0,3,0
32,10,1,2,0,1364,0,0,0,11,1,104,4,-1,0,3,0
29,9,1,1,0,-910,1,0,0,21,5,260,1,-1,0,3,0
39,9,1,2,0,209,0,0,2,23,5,36,2,-1,0,3,0
59,9,1,2,0,883,0,0,0,18,11,1551,1,31,3,0,0
45,10,1,1,0,-407,1,0,0,15,8,320,3,371,2,0,0
58,1,1,3,0,4871,1,0,2,14,8,133,2,-1,0,3,0
45,2,1,2,0,2185,1,0,0,19,9,167,4,-1,0,3,0
44,1,1,1,0,701,0,1,0,21,9,103,1,141,2,0,0
31,4,1,2,0,216,0,0,0,22,5,47,1,-1,0,3,0
55,4,0,2,0,407,1,1,0,25,1,65,8,-1,0,3,0
55,5,0,2,0,1218,0,1,2,5,6,145,1,-1,0,3,0
49,0,1,0,0,686,1,1,0,1,0,286,2,225,4,1,0
42,1,1,1,0,4900,1,0,1,11,8,231,1,284,2,0,0
53,3,1,0,1,945,0,0,0,29,4,82,2,-1,0,3,0
31,4,2,2,0,-234,1,0,0,18,8,124,1,-1,0,3,0
41,1,1,0,0,1461,1,0,0,18,9,290,1,165,2,2,0
53,0,2,1,0,291,0,0,2,23,5,145,1,-1,0,3,0
53,9,1,1,0,10185,0,0,0,23,7,115,1,-1,0,3,1
28,2,1,2,0,59,0,0,0,3,3,330,3,190,6,0,0
51,9,1,1,0,614,1,0,0,18,8,9,4,-1,0,3,0
48,9,0,1,0,485,1,0,0,23,5,84,2,-1,0,3,0
27,10,2,2,0,1,0,0,0,3,3,65,2,-1,0,3,0
33,9,1,1,0,4790,1,0,0,20,0,137,1,272,2,0,0
41,6,2,2,0,10346,0,0,0,14,2,352,1,182,3,2,0
50,3,0,0,0,34,1,0,0,22,5,160,2,-1,0,3,0
48,1,1,1,0,1730,1,0,0,10,1,158,1,102,1,2,0
31,1,2,1,0,0,1,0,0,7,8,113,2,345,1,1,0
45,1,0,0,0,844,0,0,2,5,6,1018,3,-1,0,3,1
34,9,2,1,0,0,0,0,0,21,1,163,2,-1,0,3,0
29,9,2,1,0,674,0,0,0,17,0,170,5,-1,0,3,1
40,0,1,1,0,341,0,0,0,31,5,1142,5,-1,0,3,1
45,1,1,1,1,-605,1,0,1,8,5,208,5,-1,0,3,0
40,1,1,1,0,299,1,0,0,15,5,180,4,-1,0,3,0
48,1,1,0,0,1876,1,0,2,20,6,11,3,-1,0,3,0
47,1,1,0,0,1610,1,0,2,12,6,68,1,-1,0,3,0
48,9,1,2,0,58,1,0,0,12,6,110,2,-1,0,3,0
48,1,1,0,0,266,0,0,1,28,1,58,5,-1,0,3,0
30,0,1,1,0,187,1,0,0,7,8,56,1,170,1,0,0
36,7,1,1,0,5024,0,0,2,21,8,139,1,-1,0,3,0
33,4,2,2,0,5437,0,0,0,10,1,131,1,98,2,2,0
28,8,2,1,0,970,0,0,1,4,1,297,1,-1,0,3,0
60,1,1,0,0,5,0,0,0,29,10,401,1,-1,0,3,1
59,5,1,3,0,1491,0,0,2,9,6,157,2,-1,0,3,0
28,7,2,1,0,6332,1,0,2,29,8,76,4,-1,0,3,0
47,1,1,1,0,1143,1,0,2,4,6,79,1,-1,0,3,0
49,9,1,1,0,-353,1,1,2,27,8,123,2,-1,0,3,0
34,4,1,2,0,8000,0,0,0,12,3,291,1,260,2,0,1
39,1,2,0,0,2,1,0,2,9,6,259,2,-1,0,3,0
36,1,1,1,0,325,0,0,0,14,0,119,2,337,2,0,0
38,9,1,1,0,1442,1,0,0,4,3,334,1,-1,0,3,0
32,7,2,1,0,1987,1,0,1,15,8,36,2,176,2,0,0
35,9,1,1,0,222,1,0,0,18,9,233,1,190,6,0,0
29,4,2,2,0,74,0,0,0,6,1,174,1,-1,0,3,0
36,4,1,2,0,-115,1,0,0,16,0,297,4,182,2,1,1
35,9,1,1,0,523,1,1,2,16,8,95,1,-1,0,3,0
50,10,1,1,0,193,1,0,2,18,6,305,6,-1,0,3,0
56,1,1,3,0,6710,0,0,0,29,5,318,2,-1,0,3,0
34,9,0,2,0,1242,1,0,2,29,8,578,3,-1,0,3,0
51,9,1,1,0,195,1,0,0,17,9,78,1,-1,0,3,0
42,4,2,2,1,0,0,1,0,21,1,384,5,-1,0,3,0
32,0,1,1,0,2,1,0,0,25,5,132,5,-1,0,3,0
34,0,2,1,0,2677,1,0,0,20,9,259,1,-1,0,3,0
44,4,2,2,0,1206,0,0,0,9,5,160,2,-1,0,3,0
46,4,1,2,0,189,1,0,0,17,9,111,1,-1,0,3,0
41,0,1,1,0,752,0,1,0,8,8,86,4,-1,0,3,0
47,9,0,1,0,2836,0,1,0,14,1,10,2,-1,0,3,0
26,2,2,1,0,101,1,0,2,13,8,723,1,-1,0,3,0
46,0,1,3,0,76,0,0,0,11,5,181,2,-1,0,3,0
49,1,1,1,0,825,1,0,0,17,5,22,1,-1,0,3,0
39,4,1,2,0,380,0,0,0,11,1,77,4,-1,0,3,0
41,4,1,2,0,0,1,0,0,24,5,197,1,-1,0,3,0
56,5,0,1,0,1886,1,0,0,19,9,682,1,-1,0,3,0
53,4,1,2,0,583,0,0,0,17,9,226,1,184,4,2,1
49,6,1,2,0,202,1,0,0,18,9,139,1,166,3,1,0
33,9,1,1,0,1264,0,1,0,8,1,100,6,-1,0,3,0
45,6,1,2,0,334,0,0,2,5,6,87,2,-1,0,3,0
27,1,1,1,0,191,1,0,0,20,0,401,2,-1,0,3,0
31,9,2,1,0,4,1,0,1,31,5,21,24,-1,0,3,0
54,4,1,2,0,16843,0,0,2,11,6,116,1,-1,0,3,0
57,1,1,1,0,773,1,1,2,18,6,97,8,-1,0,3,0
33,1,1,1,0,1988,1,0,2,8,8,211,2,-1,0,3,0
38,1,1,1,0,1403,0,0,2,19,6,146,2,-1,0,3,0
31,1,1,1,0,152,1,1,0,8,5,831,1,-1,0,3,1
32,0,1,1,0,0,1,0,0,30,5,71,5,-1,0,3,0
25,1,2,1,0,0,0,0,1,8,5,112,1,-1,0,3,0
28,1,1,1,0,619,0,0,1,7,5,327,2,-1,0,3,0
44,2,1,0,0,58,1,0,2,7,8,113,3,-1,0,3,0
51,1,1,1,0,-237,1,1,0,20,0,379,3,320,2,1,0
34,9,2,2,0,2047,1,0,0,18,9,72,2,113,5,0,0
57,4,1,2,0,-92,1,1,2,20,6,1617,1,-1,0,3,1
39,9,1,1,0,1427,1,0,2,28,8,454,1,-1,0,3,0
55,9,1,2,0,647,1,0,0,21,5,150,4,-1,0,3,0
41,9,2,2,0,1646,1,0,0,5,8,258,1,90,7,2,1
27,8,2,2,0,32,0,0,0,3,3,239,1,-1,0,3,0
46,4,1,2,0,964,1,0,0,8,0,174,1,-1,0,3,0
53,1,1,3,0,1230,0,0,0,5,1,155,3,-1,0,3,0
53,4,1,2,0,5261,0,1,0,25,5,1209,3,-1,0,3,0
39,1,1,1,0,138,0,0,2,9,6,61,2,-1,0,3,0
50,4,1,2,0,4,1,1,1,17,9,105,3,-1,0,3,0
42,10,1,0,0,259,1,0,2,15,8,155,6,-1,0,3,0
39,1,1,0,0,2133,1,1,2,16,8,179,1,-1,0,3,0
28,4,2,3,0,81,0,1,0,8,5,158,1,-1,0,3,0
36,4,1,2,0,51,1,0,0,18,9,464,1,-1,0,3,0
56,3,0,0,0,864,0,0,1,17,5,46,6,-1,0,3,0
32,1,1,0,0,329,1,0,0,3,3,321,1,-1,0,3,0
60,5,1,1,0,0,0,0,0,19,1,359,4,-1,0,3,0
56,4,1,0,0,7747,0,0,2,5,6,103,2,-1,0,3,0
36,7,1,1,0,184,1,0,2,7,8,128,3,-1,0,3,0
29,1,1,0,0,35,1,0,0,13,8,149,1,-1,0,3,0
27,8,2,3,0,1444,0,0,0,2,3,248,2,-1,0,3,0
47,3,1,0,0,201,1,0,0,7,1,58,2,382,1,0,0
28,9,2,2,0,2489,1,0,1,27,3,342,2,-1,0,3,1
48,0,1,1,0,1403,0,0,0,7,1,76,2,-1,0,3,0
37,10,2,0,0,3777,0,0,0,5,3,206,3,-1,0,3,0
41,1,1,1,0,901,1,0,2,6,6,80,3,-1,0,3,0
52,4,1,2,0,-2712,1,1,0,2,0,253,1,-1,0,3,0
46,7,1,3,0,12839,1,0,0,17,9,228,4,-1,0,3,0
52,7,1,1,0,497,1,0,1,15,5,265,5,-1,0,3,0
32,2,1,1,0,1328,1,0,2,6,6,80,5,-1,0,3,0
53,3,0,1,0,292,0,0,2,12,6,92,2,-1,0,3,0
30,1,2,1,0,130,0,0,1,5,2,291,1,-1,0,3,0
41,0,2,2,0,982,0,0,0,23,5,105,1,-1,0,3,0
51,4,0,1,0,10834,1,0,0,20,9,86,1,-1,0,3,0
31,1,1,1,0,326,0,1,0,29,4,124,1,-1,0,3,0
59,5,1,0,0,1393,1,1,0,13,1,314,1,-1,0,3,0
36,7,2,1,0,99,0,0,2,17,6,256,9,-1,0,3,0
50,7,2,1,0,1205,1,0,2,6,6,82,2,-1,0,3,0
31,1,1,1,0,60,1,0,2,3,6,215,10,-1,0,3,0
45,1,1,0,0,323,1,0,2,13,8,276,2,-1,0,3,0
55,4,1,2,0,3848,1,0,0,8,0,222,2,-1,0,3,1
43,9,0,1,0,87,1,0,0,28,4,130,1,247,2,0,0
35,6,1,1,0,1256,1,0,0,22,1,73,7,-1,0,3,0
38,7,2,1,0,91,0,0,0,2,7,207,1,-1,0,3,1
39,6,1,2,0,-3058,1,1,0,17,0,882,3,-1,0,3,1
32,9,1,3,0,196,1,0,2,20,8,196,6,-1,0,3,0
52,9,1,1,0,118,0,0,0,28,1,16,20,-1,0,3,0
42,6,0,2,0,360,1,0,2,24,6,110,5,-1,0,3,0
47,9,1,2,0,213,0,0,0,1,6,154,1,-1,0,3,0
32,9,2,1,0,-234,1,0,0,15,8,24,7,-1,0,3,0
46,1,1,0,0,6150,1,0,0,20,9,157,2,-1,0,3,0
31,0,2,1,0,391,1,0,0,17,0,416,1,-1,0,3,0
41,1,1,1,0,1539,1,0,0,21,9,139,6,130,3,0,0
61,5,1,1,0,195,1,1,2,6,8,179,1,-1,0,3,0
27,8,2,2,0,5169,1,0,0,3,11,431,1,466,3,2,1
33,1,1,1,0,25,1,0,2,23,8,3,3,-1,0,3,0
38,4,1,2,1,540,0,0,0,18,9,205,1,-1,0,3,0
56,4,1,2,0,563,1,0,0,6,8,100,2,168,1,0,0
34,1,1,1,0,2137,0,0,2,9,8,245,4,-1,0,3,0
45,10,1,1,0,1040,0,0,1,26,8,137,5,-1,0,3,0
37,0,1,0,0,214,1,0,0,9,5,645,1,-1,0,3,1
28,9,2,1,0,250,0,1,0,29,4,133,1,-1,0,3,0
40,0,1,1,0,419,1,1,0,12,8,92,1,369,1,0,0
34,0,2,1,0,607,0,0,0,26,0,449,1,326,3,1,0
61,3,1,0,0,848,0,0,0,27,0,605,1,187,1,1,0
54,4,1,1,0,1987,0,0,0,14,5,219,3,-1,0,3,0
58,1,1,1,0,6004,1,0,0,13,8,133,1,274,6,0,0
35,4,1,2,0,506,1,0,0,5,3,193,4,-1,0,3,0
47,4,1,1,0,1144,0,1,0,29,4,324,1,-1,0,3,0
59,4,0,2,0,262,0,0,2,5,8,178,1,-1,0,3,0
33,9,1,1,0,-616,1,1,2,27,8,320,1,-1,0,3,0
44,1,1,0,0,-14,1,1,2,19,8,179,4,-1,0,3,0
34,4,1,2,0,156,1,0,0,12,8,63,1,-1,0,3,0
35,0,2,2,0,980,0,0,0,29,10,68,2,-1,0,3,0
35,4,1,2,0,182,0,0,0,9,3,27,7,-1,0,3,0
45,4,1,2,0,37378,1,0,2,14,8,167,1,-1,0,3,0
37,3,1,1,0,167,1,0,0,21,5,225,3,-1,0,3,0
45,9,1,2,0,3626,0,0,2,19,6,2485,2,-1,0,3,0
41,9,0,2,0,533,1,0,0,14,5,257,4,-1,0,3,0
44,1,2,3,0,4330,0,0,2,18,6,16,9,-1,0,3,0
29,4,2,2,0,475,0,0,0,29,4,346,2,-1,0,3,0
40,0,1,1,1,-279,1,0,2,28,8,143,2,-1,0,3,0
37,0,0,1,0,0,1,1,0,14,8,17,7,-1,0,3,0
25,2,1,2,0,37,1,1,2,8,8,453,2,-1,0,3,0
59,6,1,2,0,2013,0,0,0,17,9,409,2,-1,0,3,1
59,5,1,1,0,19,0,1,0,19,1,271,3,-1,0,3,0
34,4,2,1,0,0,0,0,0,22,1,132,4,-1,0,3,0
33,9,1,2,0,4401,0,0,0,12,1,96,2,104,1,2,0
42,0,1,1,0,214,1,0,2,28,8,21,24,-1,0,3,0
22,8,2,1,0,3982,0,0,0,20,0,206,1,-1,0,3,1
32,4,2,2,0,1756,1,0,2,21,8,206,3,-1,0,3,0
57,9,0,1,0,910,1,0,2,3,6,183,2,-1,0,3,0
45,0,2,1,0,-88,1,0,2,9,8,131,1,-1,0,3,0
33,4,2,2,0,259,0,0,0,8,0,195,6,-1,0,3,0
28,9,1,2,0,107,1,0,0,29,5,122,13,-1,0,3,0
47,1,1,0,0,205,1,0,2,8,8,128,2,-1,0,3,0
32,9,1,1,0,3322,1,0,0,20,0,380,1,74,4,0,0
43,0,2,1,0,277,1,0,0,12,8,315,2,363,1,0,0
59,1,1,1,0,786,0,1,0,22,5,44,4,-1,0,3,0
35,4,1,2,0,284,0,1,0,6,1,258,2,-1,0,3,0
30,7,1,1,0,208,0,1,0,28,5,213,3,-1,0,3,0
35,4,2,1,0,73,1,0,2,28,8,79,2,-1,0,3,0
42,7,1,1,0,2145,0,0,0,20,9,124,3,-1,0,3,0
54,4,1,2,0,95,0,0,0,11,5,104,1,-1,0,3,0
53,9,2,1,0,0,0,0,0,4,1,134,2,-1,0,3,0
32,1,1,0,0,29050,1,1,2,21,8,563,2,-1,0,3,0
32,9,1,1,0,484,1,0,0,15,3,83,6,187,3,2,1
46,9,0,2,0,288,1,0,2,9,8,166,1,-1,0,3,0
30,0,1,1,0,1265,1,1,2,26,8,414,2,-1,0,3,1
33,4,1,2,0,296,0,0,0,13,1,142,4,-1,0,3,0
52,5,1,1,0,49,0,1,1,8,5,280,5,-1,0,3,0
38,4,2,2,0,126,1,0,2,30,8,355,2,-1,0,3,0
59,5,1,1,0,385,0,1,1,14,1,365,2,-1,0,3,0
30,1,2,0,0,4009,1,0,2,23,8,260,4,-1,0,3,0
47,7,1,3,0,4822,1,0,2,21,8,154,5,-1,0,3,0
29,7,1,1,0,368,1,0,0,20,0,16,5,-1,0,3,0
33,4,1,2,0,4020,1,1,0,15,0,251,1,-1,0,3,0
49,1,1,1,0,5058,0,0,0,12,8,255,2,357,4,0,0
52,3,2,2,0,0,0,0,2,6,6,431,2,-1,0,3,0
42,10,1,1,0,1289,0,0,0,15,10,1176,3,92,6,2,1
39,4,1,2,0,494,0,0,0,9,11,216,1,183,5,2,1
23,1,2,1,0,9,1,0,2,21,8,544,1,-1,0,3,0
53,4,1,2,0,0,1,0,0,9,5,296,1,-1,0,3,0
47,0,1,1,0,-1091,1,1,0,31,5,153,4,-1,0,3,0
56,3,2,0,0,801,0,0,0,6,1,931,4,-1,0,3,0
67,5,1,0,0,1430,0,0,1,12,10,88,3,-1,0,3,0
24,6,2,2,0,2984,1,0,2,27,8,935,1,-1,0,3,1
52,10,1,1,0,1416,0,0,0,13,11,218,3,187,3,2,1
44,2,1,1,0,320,1,1,0,5,3,269,3,234,2,1,0
40,0,1,1,0,7711,1,0,0,20,9,190,5,135,1,0,0
50,10,1,1,0,297,1,0,0,31,5,29,10,-1,0,3,0
57,3,1,0,0,0,0,0,0,13,1,189,2,-1,0,3,0
50,1,0,0,0,134,0,0,2,8,8,263,2,-1,0,3,0
65,5,1,2,0,1973,0,0,1,21,0,396,3,-1,0,3,1
37,0,1,1,0,1345,1,0,2,3,6,59,2,-1,0,3,0
31,9,1,2,0,0,1,0,2,4,6,67,2,-1,0,3,0
49,4,1,2,0,92,1,0,2,6,8,221,2,-1,0,3,0
37,4,0,1,0,1448,1,0,0,20,0,196,2,283,2,0,0
47,9,2,2,0,31,0,1,0,24,5,63,4,-1,0,3,0
41,7,1,1,0,446,1,0,0,18,9,296,1,186,1,2,0
40,4,1,2,0,66,0,0,0,13,1,737,4,-1,0,3,1
58,10,1,0,0,4967,0,0,1,4,3,176,3,-1,0,3,0
62,6,0,2,0,6,1,0,0,13,0,103,1,182,3,2,1
29,1,2,1,0,202,0,0,0,30,4,128,2,-1,0,3,0
44,6,1,0,0,414,1,0,0,4,3,138,1,272,2,1,0
29,7,2,1,0,-205,0,0,0,30,4,194,1,-1,0,3,0
34,1,1,1,0,0,1,0,0,20,0,562,2,-1,0,3,0
48,4,1,2,0,0,1,0,0,26,1,204,2,-1,0,3,0
57,3,1,0,0,625,0,1,2,11,6,867,1,-1,0,3,1
53,6,1,0,0,6,1,0,2,27,8,233,2,-1,0,3,0
29,1,1,1,0,-114,1,0,0,15,8,132,2,359,2,0,0
45,3,1,1,0,0,0,0,0,11,5,216,2,-1,0,3,0
52,5,1,1,0,424,0,0,0,19,9,143,1,154,3,0,0
56,9,1,1,0,2065,0,0,0,14,1,71,2,-1,0,3,0
28,4,2,2,0,810,1,0,0,5,3,137,2,-1,0,3,0
29,9,2,1,0,778,1,0,2,6,6,1994,2,-1,0,3,0
48,1,1,1,0,426,1,1,0,5,3,153,2,177,2,0,0
38,2,1,1,0,2849,1,0,2,28,8,166,3,-1,0,3,0
48,1,1,1,0,705,0,0,2,13,8,108,2,-1,0,3,0
33,4,1,1,0,609,1,0,2,21,8,239,2,-1,0,3,0
28,7,2,1,0,317,1,0,2,16,8,21,3,-1,0,3,0
26,1,2,1,0,0,1,0,0,18,8,82,4,-1,0,3,0
39,4,1,2,0,2666,0,0,0,7,1,96,2,-1,0,3,0
26,10,2,0,0,1213,0,0,0,29,4,685,1,-1,0,3,0
49,7,1,1,0,112,0,0,0,11,1,97,2,-1,0,3,0
38,1,1,0,0,1428,1,0,1,18,8,33,5,-1,0,3,0
26,8,2,1,0,1164,0,0,0,9,5,116,1,301,1,1,0
49,4,1,2,0,378,1,0,2,5,8,230,1,-1,0,3,0
29,1,1,0,0,707,0,0,0,7,5,210,1,-1,0,3,0
36,1,1,1,0,-185,1,0,2,27,8,163,2,-1,0,3,0
47,4,2,2,0,0,0,0,2,11,6,58,3,-1,0,3,0
34,2,1,2,0,4343,0,0,2,9,6,85,4,-1,0,3,0
36,1,1,1,0,-477,1,0,0,30,4,473,2,-1,0,3,0
46,4,1,2,0,2851,1,1,0,15,8,77,4,-1,0,3,0
41,1,1,1,0,-664,1,1,0,13,8,185,4,-1,0,3,0
51,0,1,1,0,-287,1,0,0,12,8,814,1,-1,0,3,0
33,4,1,2,0,0,1,1,0,14,8,83,2,-1,0,3,0
31,9,1,2,0,344,0,0,0,8,1,62,3,-1,0,3,0
46,1,1,0,0,-768,1,0,2,8,8,194,3,-1,0,3,0
30,9,1,1,0,-1,1,0,2,8,8,323,1,-1,0,3,0
31,4,1,2,0,546,0,0,0,7,1,147,2,-1,0,3,0
47,9,1,1,0,10179,1,0,2,9,6,179,2,-1,0,3,0
53,3,1,0,0,5098,1,0,2,6,6,155,3,-1,0,3,0
25,10,2,2,0,343,0,0,0,1,6,377,1,-1,0,3,1
40,0,2,1,0,263,1,0,2,6,8,231,1,-1,0,3,0
37,1,1,1,0,563,1,0,1,10,5,27,1,-1,0,3,0
48,1,1,1,0,0,0,0,0,19,1,112,7,-1,0,3,0
42,7,2,1,0,7704,1,0,0,20,9,153,3,-1,0,3,0
37,4,1,2,0,31,0,0,0,22,1,72,2,-1,0,3,0
55,9,1,2,0,1097,1,0,0,7,1,191,4,-1,0,3,0
22,8,2,2,0,1161,0,1,0,16,6,119,1,-1,0,3,0
50,4,1,2,0,-516,1,0,2,15,8,226,2,-1,0,3,0
47,9,1,2,0,2408,0,0,0,30,0,376,1,-1,0,3,1
58,1,1,0,0,1406,1,0,2,14,8,252,3,-1,0,3,0
35,1,1,3,0,568,1,0,0,14,8,119,2,293,1,0,0
41,1,1,1,1,-204,1,0,2,15,8,50,7,-1,0,3,0
39,9,1,1,0,0,1,0,0,16,0,137,1,300,1,0,0
53,11,1,0,0,732,0,0,0,27,10,759,2,-1,0,3,1
44,4,0,2,0,0,0,0,0,22,1,54,2,-1,0,3,0
