age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33,7,1,0,0,0,1,0,0,7,8,227,2,-1,0,3,0
35,0,2,1,0,91,1,0,2,23,8,185,4,-1,0,3,0
36,4,1,2,0,2195,0,0,0,14,1,377,4,-1,0,3,0
59,0,1,1,0,302,0,1,0,8,5,250,2,-1,0,3,0
42,9,2,1,0,60,1,1,0,30,4,183,2,241,1,1,0
32,10,2,0,0,911,0,1,0,20,9,42,7,-1,0,3,0
54,9,1,3,0,240,1,0,0,29,10,142,1,-1,0,3,1
56,4,0,2,0,-563,0,0,0,16,5,79,1,-1,0,3,0
47,9,1,1,0,-59,1,1,0,11,8,502,1,343,2,0,0
40,7,1,1,0,518,0,0,1,17,5,84,1,-1,0,3,0
34,4,2,2,0,171,1,0,0,7,8,191,1,294,1,0,0
32,9,2,1,0,493,0,0,0,13,1,289,2,-1,0,3,0
32,9,1,1,0,150,0,1,0,7,1,231,2,-1,0,3,0
55,5,1,0,0,868,0,0,2,19,6,207,1,-1,0,3,0
48,2,1,1,0,86,1,0,2,13,8,98,1,-1,0,3,0
31,0,1,2,0,80,1,1,0,13,10,63,1,-1,0,3,0
29,9,1,2,0,-246,1,0,2,6,6,311,3,-1,0,3,0
31,0,2,1,0,1016,1,0,2,20,6,9,5,-1,0,3,0
28,4,2,1,0,311,1,0,2,20,6,23,13,-1,0,3,0
45,1,1,1,0,13156,0,0,0,21,1,62,4,-1,0,3,0
50,4,1,2,0,3327,0,0,0,25,1,74,7,-1,0,3,0
50,1,1,0,0,5356,0,0,2,13,8,289,1,-1,0,3,0
31,9,1,1,0,-360,1,0,2,27,8,93,2,-1,0,3,0
28,9,2,1,0,541,1,0,2,26,8,157,3,-1,0,3,0
47,1,1,1,0,292,0,0,0,10,3,277,1,-1,0,3,1
42,2,1,1,0,0,1,0,0,20,9,73,4,-1,0,3,0
70,5,1,2,0,15834,0,0,1,1,10,90,1,-1,0,3,0
30,4,2,2,0,364,0,0,0,30,0,306,2,-1,0,3,1
51,3,1,1,0,260,0,0,0,27,1,316,5,-1,0,3,0
46,1,1,0,0,1227,0,0,1,28,4,157,3,-1,0,3,0
54,7,1,1,0,472,0,1,0,21,5,86,4,-1,0,3,0
41,0,2,1,0,1020,1,0,2,19,8,882,1,-1,0,3,1
31,0,2,1,0,0,0,0,0,17,0,188,3,-1,0,3,1
35,4,2,2,0,1750,1,0,0,30,0,687,1,9,3,2,1
46,4,1,2,0,385,1,0,2,29,8,52,4,-1,0,3,0
44,1,1,1,0,1311,1,0,0,13,8,184,1,364,1,0,0
46,4,1,1,0,5127,0,0,0,6,1,472,1,-1,0,3,0
47,1,2,0,0,159,1,0,0,18,8,7,6,357,13,1,0
45,0,1,1,0,236,0,0,0,20,1,703,2,-1,0,3,1
39,7,2,1,0,-106,0,0,2,1,5,60,4,-1,0,3,0
31,0,1,1,0,3052,1,1,2,27,8,139,2,-1,0,3,0
41,7,1,1,0,890,1,0,2,14,8,829,1,-1,0,3,0
38,9,1,1,0,133,1,0,2,28,8,156,1,-1,0,3,0
59,3,0,1,0,0,0,0,2,17,6,98,1,-1,0,3,0
56,4,0,2,0,535,1,0,0,24,5,67,1,-1,0,3,0
42,9,1,1,0,-245,0,1,2,26,8,63,1,-1,0,3,0
36,4,1,2,0,2823,0,0,2,9,6,411,2,-1,0,3,0
19,8,2,1,0,329,0,0,0,22,10,252,2,-1,0,3,1
57,7,1,1,0,6874,1,0,2,14,8,356,1,-1,0,3,0
31,4,2,2,0,1536,0,0,0,22,1,234,2,-1,0,3,0
39,9,2,2,0,-41,0,1,0,25,1,40,15,-1,0,3,0
55,9,1,2,0,1320,0,0,0,28,0,387,2,-1,0,3,1
40,4,1,0,0,472,1,0,2,30,8,85,2,-1,0,3,0
37,4,2,2,0,2173,0,0,0,30,5,352,1,-1,0,3,0
45,1,1,0,0,1145,0,0,1,10,5,156,7,-1,0,3,0
53,1,1,1,0,2531,1,0,0,7,0,413,1,-1,0,3,0
56,4,0,2,0,2126,1,0,0,17,9,131,1,-1,0,3,0
47,4,0,2,0,94,1,0,0,31,5,9,19,-1,0,3,0
30,0,2,2,0,33,1,0,0,25,5,396,1,-1,0,3,0
30,4,2,2,0,1161,1,0,0,29,5,109,3,-1,0,3,0
51,0,1,1,0,-192,0,0,2,16,6,176,3,-1,0,3,0
71,5,1,1,0,1712,0,0,0,11,3,660,1,-1,0,3,1
32,7,2,1,0,81,1,0,2,7,8,126,5,-1,0,3,0
37,1,2,1,0,690,1,0,0,18,9,105,1,179,2,0,0
28,9,1,1,0,679,0,1,0,3,3,406,3,-1,0,3,0
27,1,2,1,0,677,0,1,1,31,5,110,8,-1,0,3,0
32,4,0,2,0,530,1,0,0,2,6,118,1,60,1,0,0
25,7,1,1,0,-97,1,0,0,6,8,143,1,-1,0,3,0
51,4,1,2,0,21574,0,0,2,6,6,197,3,-1,0,3,0
38,1,2,1,0,0,1,0,0,21,5,292,8,-1,0,3,0
31,4,2,2,0,394,0,1,2,2,5,660,3,-1,0,3,0
35,9,2,3,0,0,0,0,0,28,4,81,2,-1,0,3,0
50,1,1,0,0,859,1,1,1,28,5,40,7,-1,0,3,0
50,1,1,1,0,84,1,0,0,17,5,18,8,-1,0,3,0
29,1,1,1,0,457,1,0,0,20,0,72,3,341,1,1,0
39,9,2,2,0,4660,0,0,2,30,8,53,2,-1,0,3,0
27,8,2,1,0,1411,0,0,0,2,3,92,1,-1,0,3,0
44,0,1,1,0,14,0,1,2,30,8,827,5,-1,0,3,0
35,9,2,1,0,300,1,0,2,9,8,338,4,-1,0,3,0
37,4,1,2,0,347,1,0,0,22,5,282,1,-1,0,3,0
28,10,1,0,0,7459,1,0,0,2,3,981,5,269,2,0,1
25,1,2,1,0,1163,0,0,0,7,2,262,3,-1,0,3,0
39,4,0,2,0,224,0,0,0,5,0,208,1,-1,0,3,1
40,10,1,1,0,1960,1,0,2,2,6,605,6,-1,0,3,1
55,3,0,0,0,976,0,0,0,28,6,345,1,94,3,1,1
56,0,0,1,0,1026,1,0,0,28,5,173,2,-1,0,3,0
34,9,1,1,0,56,0,0,0,19,1,91,2,-1,0,3,0
38,9,0,2,0,348,0,0,2,20,6,446,1,-1,0,3,0
34,4,2,2,0,575,0,0,0,9,7,116,1,-1,0,3,1
46,1,1,0,0,1823,0,0,2,18,6,135,3,-1,0,3,0
47,3,1,0,0,389,0,0,2,6,6,145,2,-1,0,3,0
47,1,0,1,0,18,1,0,2,20,6,12,24,-1,0,3,0
50,9,1,2,0,199,1,1,0,3,3,116,2,253,1,0,0
24,1,1,1,0,984,1,0,2,26,8,89,3,-1,0,3,0
38,7,2,0,0,471,1,0,2,21,8,180,1,-1,0,3,0
32,4,2,1,0,301,1,0,0,16,0,383,3,345,1,0,0
41,0,1,1,0,2,1,0,2,19,6,64,1,-1,0,3,0
38,7,1,1,0,859,1,0,0,5,8,35,6,-1,0,3,0
56,10,1,1,0,1340,0,1,1,30,5,197,6,-1,0,3,0
34,0,1,1,0,747,1,1,0,17,0,248,2,-1,0,3,0
32,4,2,2,0,4638,0,0,0,29,4,180,1,-1,0,3,0
46,4,2,3,0,312,1,0,2,19,6,108,4,-1,0,3,0
69,5,0,1,0,4189,0,0,0,18,10,138,4,96,2,2,0
25,1,2,3,0,431,1,0,0,16,0,493,1,317,12,0,0
25,1,2,1,0,543,1,0,0,15,8,302,1,-1,0,3,0
39,4,1,2,0,139,0,1,2,28,8,189,7,-1,0,3,0
51,7,1,1,0,0,0,0,0,18,5,439,3,-1,0,3,0
28,0,2,1,0,2290,1,0,0,18,8,2301,1,-1,0,3,1
70,9,1,2,0,6797,0,0,0,12,1,298,1,-1,0,3,0
43,1,1,0,0,8014,0,0,2,16,6,523,1,-1,0,3,0
29,7,2,1,0,262,1,0,2,9,8,134,1,-1,0,3,0
35,10,1,1,0,315,1,0,1,19,9,70,1,-1,0,3,0
31,2,1,1,0,1302,1,0,0,30,5,89,3,-1,0,3,0
32,1,2,1,0,322,1,0,0,13,8,233,3,-1,0,3,0
39,2,1,2,0,5848,1,0,0,19,9,55,1,-1,0,3,0
38,4,1,2,0,49,0,0,2,30,8,108,3,-1,0,3,0
35,4,2,2,0,1750,1,0,0,22,10,422,1,175,4,2,0
53,5,1,1,0,1139,1,0,2,16,8,107,6,-1,0,3,0
33,0,1,1,0,-370,1,0,0,7,8,261,1,345,1,0,1
32,0,2,2,0,4041,0,0,0,7,1,325,1,99,2,2,0
38,4,1,1,0,16236,1,0,0,21,9,139,3,-1,0,3,0
40,1,1,1,0,1508,0,0,0,10,1,153,2,383,1,0,0
37,6,0,2,0,601,1,0,2,30,8,422,1,-1,0,3,0
57,1,1,1,0,8195,1,0,2,19,8,160,2,-1,0,3,0
32,1,1,1,0,0,1,1,2,21,8,143,2,-1,0,3,0
47,1,1,1,0,1568,1,0,0,19,3,388,1,262,7,2,1
30,8,2,1,0,685,0,0,1,10,7,230,2,-1,0,3,0
42,0,1,1,0,383,0,0,0,25,4,146,1,-1,0,3,0
56,0,1,1,0,95,1,0,0,18,8,428,2,-1,0,3,0
45,9,1,1,0,3241,0,0,0,12,1,84,2,-1,0,3,0
37,4,2,2,0,2173,0,0,0,21,9,158,3,114,1,0,0
51,9,1,2,0,7338,0,0,0,18,9,82,1,-1,0,3,0
60,9,1,1,0,316,0,0,0,4,8,545,2,263,4,0,1
52,9,1,1,0,475,1,0,0,28,5,121,3,-1,0,3,0
56,4,1,2,0,2925,0,0,0,29,1,133,6,-1,0,3,0
75,5,1,0,0,1413,0,0,0,1,11,532,2,188,2,2,1
27,8,2,1,0,1625,0,0,0,2,3,180,5,-1,0,3,0
52,0,0,1,0,0,1,0,2,26,8,206,1,-1,0,3,0
55,9,1,1,0,303,0,1,0,13,1,261,2,-1,0,3,0
43,9,1,2,0,6673,1,0,0,21,9,41,4,-1,0,3,0
33,1,1,1,0,331,1,0,0,14,8,178,7,365,5,1,0
56,9,1,1,0,944,0,0,0,11,1,172,4,-1,0,3,0
41,9,1,1,0,1602,1,0,0,2,6,142,1,-1,0,3,0
55,5,1,1,0,6690,0,0,0,30,0,534,1,-1,0,3,0
36,4,1,2,0,549,1,0,0,18,9,72,2,-1,0,3,0
48,4,1,0,0,2803,1,0,2,6,6,30,24,-1,0,3,0
22,8,2,0,0,3472,0,0,0,19,0,529,1,181,4,2,1
73,5,1,2,0,448,0,0,0,22,6,68,1,90,1,2,0
30,9,2,1,0,1572,1,1,2,23,8,209,3,-1,0,3,0
45,1,1,1,0,1003,1,0,0,14,8,444,1,-1,0,3,0
53,9,1,1,0,137,0,1,2,26,8,129,1,-1,0,3,0
41,9,2,1,0,2004,1,0,0,19,9,254,1,-1,0,3,0
30,1,1,0,0,-327,1,1,0,5,8,305,1,294,7,1,0
30,4,1,2,0,696,0,0,0,22,1,187,4,-1,0,3,0
32,4,1,2,0,233,1,0,2,7,8,193,1,-1,0,3,0
35,9,1,1,0,1577,1,1,0,17,1,80,1,273,1,0,0
48,4,0,2,0,-130,1,0,0,29,11,110,2,61,9,0,0
56,4,1,2,0,15520,0,0,0,18,9,420,1,-1,0,3,0
58,4,1,2,0,2360,0,0,2,15,8,177,3,-1,0,3,0
60,1,1,0,0,193,1,0,1,12,8,89,2,-1,0,3,0
28,9,1,1,0,1086,1,0,0,20,0,1112,3,-1,0,3,1
45,11,1,3,0,19706,1,0,0,3,3,419,3,-1,0,3,0
34,4,1,2,0,0,0,0,0,15,0,125,2,-1,0,3,0
25,8,2,2,0,326,0,0,0,26,8,390,1,-1,0,3,1
37,0,1,1,0,99,1,0,2,29,8,113,2,-1,0,3,0
36,0,2,1,0,507,1,0,0,18,8,264,1,300,2,2,0
29,10,1,2,0,53,0,0,0,4,3,128,1,-1,0,3,0
48,10,1,2,0,-471,1,0,2,19,8,668,7,-1,0,3,0
36,4,1,2,0,521,0,1,0,18,9,135,2,152,1,1,0
33,4,1,2,0,1297,1,0,0,14,10,117,1,-1,0,3,0
50,4,1,2,0,536,0,0,2,20,6,75,3,-1,0,3,0
46,2,1,0,0,829,0,1,1,21,9,81,7,-1,0,3,0
42,7,1,0,0,91,1,0,2,29,8,87,7,-1,0,3,0
56,5,0,0,0,0,0,0,2,5,6,27,1,-1,0,3,0
41,0,1,1,0,442,1,1,2,9,8,344,2,-1,0,3,0
31,1,2,0,0,864,1,0,1,14,8,113,2,-1,0,3,0
31,4,2,2,0,1539,1,0,0,30,6,107,2,756,2,1,0
42,9,0,1,0,0,1,0,2,28,8,471,2,-1,0,3,0
36,0,2,1,0,8785,1,0,0,20,9,425,2,-1,0,3,0
28,9,1,1,0,916,1,0,0,15,8,191,1,371,2,1,0
41,5,2,0,0,2579,0,0,0,27,5,235,1,287,1,0,0
30,1,1,1,0,364,1,1,0,4,3,331,1,-1,0,3,0
54,1,1,1,0,1288,1,0,2,14,8,170,1,-1,0,3,0
47,7,1,1,0,-150,0,0,0,14,1,52,4,-1,0,3,0
57,5,1,1,0,0,0,1,2,30,6,104,2,-1,0,3,0
55,7,0,2,0,1983,1,0,1,19,9,123,1,-1,0,3,0
36,1,1,0,0,1244,1,0,2,2,6,143,1,-1,0,3,0
31,4,0,2,1,10,1,1,0,5,8,167,1,-1,0,3,0
52,0,1,1,0,192,0,1,2,26,6,93,1,-1,0,3,0
31,7,2,1,0,-341,0,0,2,4,6,171,3,-1,0,3,0
30,9,2,1,0,853,0,0,0,29,10,279,1,148,1,0,1
37,4,1,2,0,5,0,0,0,29,1,36,2,-1,0,3,0
61,4,1,2,0,0,1,1,0,1,0,158,1,115,2,0,0
59,9,0,1,0,0,0,0,0,29,1,126,2,-1,0,3,0
33,0,1,1,0,2,1,0,2,20,8,201,1,-1,0,3,0
32,9,2,3,0,10600,0,0,2,14,8,485,2,-1,0,3,0
44,9,2,1,0,27,0,0,2,1,5,723,2,-1,0,3,0
58,7,0,1,0,462,0,0,0,13,9,495,1,93,1,2,1
59,9,1,1,0,478,0,0,0,11,1,108,5,-1,0,3,0
41,7,2,0,0,5907,1,0,0,7,8,198,1,167,5,0,0
33,9,2,1,0,-363,1,0,0,18,8,214,2,-1,0,3,0
29,9,2,1,0,5,1,1,0,28,5,54,2,-1,0,3,0
33,4,1,2,0,0,1,0,0,7,0,366,1,-1,0,3,0
46,1,1,1,0,668,1,0,2,15,8,1263,2,-1,0,3,1
44,7,2,1,0,1378,1,0,2,8,8,257,2,-1,0,3,0
46,5,1,0,0,0,0,0,2,19,8,179,2,-1,0,3,0
27,9,0,1,0,21,1,0,0,18,8,336,1,356,1,0,0
43,0,1,1,0,477,1,0,0,27,3,476,2,-1,0,3,0
41,10,2,0,0,2171,0,0,1,31,5,120,2,-1,0,3,0
37,4,2,2,0,22125,0,1,0,21,9,331,2,-1,0,3,1
46,1,1,1,0,450,1,0,0,17,0,198,1,-1,0,3,0
55,1,0,0,0,8180,0,0,0,14,8,854,2,360,1,0,1
52,1,1,0,0,241,1,0,2,26,8,729,2,-1,0,3,0
32,7,1,1,0,-344,0,1,0,4,3,44,1,-1,0,3,0
53,7,1,3,0,18,0,0,2,5,8,503,2,-1,0,3,0
34,6,2,2,0,366,1,0,0,8,8,348,4,-1,0,3,0
56,3,1,0,0,605,0,0,0,19,1,207,6,-1,0,3,0
46,9,1,3,0,3308,0,0,0,28,5,219,2,-1,0,3,1
40,0,1,1,0,35,0,0,2,17,6,78,1,-1,0,3,0
46,0,1,1,0,974,0,0,0,5,6,174,2,80,1,2,1
25,6,2,2,0,931,1,0,0,11,8,263,2,348,4,0,0
39,7,2,1,0,322,1,0,0,11,8,35,1,350,1,0,0
53,0,0,1,0,2647,1,0,0,9,0,494,1,-1,0,3,0
36,2,1,2,0,99,1,1,0,20,0,393,3,-1,0,3,0
27,1,2,1,0,535,0,0,0,16,9,183,1,94,1,2,1
36,9,1,2,0,167,1,0,0,28,4,57,1,-1,0,3,0
60,4,1,1,0,0,0,0,1,19,10,1745,3,62,3,0,0
58,7,1,1,0,627,0,0,0,13,1,110,4,-1,0,3,0
40,4,1,2,0,0,0,0,0,18,1,261,7,-1,0,3,0
33,4,1,2,0,0,1,0,2,6,8,290,1,-1,0,3,0
31,2,2,2,0,206,0,0,0,15,6,88,2,-1,0,3,0
55,2,0,2,0,1119,0,0,2,29,8,283,1,-1,0,3,0
52,2,0,1,0,105,0,1,1,22,5,275,4,-1,0,3,0
58,0,1,1,0,169,0,0,0,13,1,880,1,92,8,2,1
40,9,2,1,0,822,1,1,0,29,4,155,2,245,3,0,0
45,9,2,2,0,1591,0,0,0,15,5,392,4,-1,0,3,0
29,0,2,1,0,5711,1,1,2,21,8,899,1,-1,0,3,0
30,9,1,1,0,289,1,0,0,14,1,1184,4,-1,0,3,1
43,11,2,0,0,433,0,0,2,4,6,45,1,-1,0,3,0
31,1,1,1,0,1243,1,0,2,21,8,32,1,-1,0,3,0
36,1,1,0,0,0,1,0,0,18,8,8,7,-1,0,3,0
46,1,1,0,0,642,0,0,2,12,6,110,4,-1,0,3,0
32,9,2,2,0,257,1,0,2,2,6,183,5,-1,0,3,0
55,0,0,1,0,166,0,0,0,20,9,324,7,153,4,0,0
30,8,2,2,0,699,0,0,0,28,4,396,1,-1,0,3,0
44,1,1,1,0,233,0,1,0,9,5,150,3,-1,0,3,0
45,7,1,1,0,22,1,0,2,8,8,209,3,-1,0,3,0
39,0,1,1,0,-139,0,0,0,30,5,120,2,-1,0,3,0
35,4,1,2,0,131,1,0,0,19,9,248,1,-1,0,3,0
42,1,1,0,0,1455,1,0,0,2,3,279,2,269,2,1,0
58,4,1,1,0,1112,1,0,1,20,0,21,3,-1,0,3,0
34,1,1,1,0,152,0,0,0,25,10,275,1,-1,0,3,0
54,4,1,2,0,752,0,0,1,29,5,211,5,491,4,1,1
36,0,0,1,0,-811,1,0,0,12,8,365,2,-1,0,3,1
37,9,1,2,0,549,0,0,0,2,7,239,1,-1,0,3,1
41,1,1,0,0,407,1,1,1,10,5,387,2,-1,0,3,0
28,4,2,2,0,175,1,0,0,17,0,219,1,-1,0,3,0
33,1,1,0,0,289,1,0,0,6,8,309,1,363,4,0,0
37,9,2,2,0,147,0,0,2,7,8,416,2,-1,0,3,0
72,5,1,0,0,796,0,0,0,24,0,173,2,-1,0,3,0
44,1,1,1,0,878,1,0,0,2,6,130,1,-1,0,3,0
28,9,2,1,0,576,1,1,2,26,8,158,4,-1,0,3,0
37,4,1,2,0,620,1,0,0,17,9,93,3,-1,0,3,0
49,0,1,1,0,10250,1,0,1,24,10,97,1,-1,0,3,1
33,8,2,2,0,2904,0,0,0,20,9,42,1,-1,0,3,0
40,1,2,1,0,406,0,0,0,17,9,205,2,-1,0,3,0
34,1,1,0,0,698,1,0,0,4,8,83,5,-1,0,3,0
42,1,1,1,0,1598,1,1,0,16,0,1463,2,-1,0,3,1
28,3,1,0,0,5,0,0,0,28,4,30,1,-1,0,3,0
32,9,1,2,0,2976,1,0,0,14,1,88,5,-1,0,3,0
